,,,,,,,,,Total area (m^2),12000,,Avg,kW,,,
20160908:1656,198,356.4,14.84,18.98,6.83,0,,,,,,,,,,
20160908:1756,26.51,47.718,5.6,18.18,6.15,0,,,,,,,,,,
20160908:1856,0,0,0,17.38,5.48,0,,,,,,,,,,
20160908:1956,0,0,0,16.57,5.17,0,,,,,,,,,,
20160908:2056,0,0,0,15.77,4.87,0,,,,,,,,,,
20160908:2156,0,0,0,14.96,4.57,0,,,,,,,,,,
20160908:2256,0,0,0,14.95,4.86,0,,,,,,,,,,
20160908:2356,0,0,0,14.93,5.14,0,,,,,,,,,,
20160909:0056,0,0,0,14.92,5.43,0,,,,,,,,,,
20160909:0156,0,0,0,14.91,5.59,0,,,,,,,,,,
20160909:0256,0,0,0,14.9,5.75,0,,,,,,,,,,
20160909:0356,0,0,0,14.89,5.9,0,,,,,,,,,,
20160909:0456,0,0,0,15.06,5.9,0,,,,,,,,,,
20160909:0556,20.62,37.116,3.23,15.23,5.9,0,,,,,,,,,,
20160909:0656,208.62,375.516,12.49,15.4,5.9,0,,,,,,,,,,
20160909:0756,441.5,794.7,21.5,15.98,6.4,0,,,,,,,,,,
20160909:0856,646.61,1163.898,29.79,16.56,6.89,0,,,,,,,,,,
20160909:0956,463.31,833.958,36.75,17.14,7.38,0,,,,,,,,,,
20160909:1056,403.97,727.146,41.61,17.95,7.85,0,,,,,,,,,,
20160909:1156,332.43,598.374,43.59,18.76,8.33,0,,,,,,,,,,
20160909:1256,198.51,357.318,42.31,19.57,8.8,0,,,,,,,,,,
20160909:1356,170.14,306.252,38.01,19.63,9.17,0,,,,,,,,,,
20160909:1456,165.59,298.062,31.44,19.69,9.54,0,,,,,,,,,,
20160909:1556,93.48,168.264,23.39,19.75,9.9,0,,,,,,,,,,
20160909:1656,7,12.6,14.49,19.28,9.32,0,,,,,,,,,,
20160909:1756,3.51,6.318,5.25,18.8,8.74,0,,,,,,,,,,
20160909:1856,0,0,0,18.33,8.17,0,,,,,,,,,,
20160909:1956,0,0,0,17.88,8.06,0,,,,,,,,,,
20160909:2056,0,0,0,17.44,7.96,0,,,,,,,,,,
20160909:2156,0,0,0,16.99,7.86,0,,,,,,,,,,
20160909:2256,0,0,0,16.93,7.73,0,,,,,,,,,,
20160909:2356,0,0,0,16.87,7.6,0,,,,,,,,,,
20160910:0056,0,0,0,16.82,7.48,0,,,,,,,,,,
20160910:0156,0,0,0,16.61,7.01,0,,,,,,,,,,
20160910:0256,0,0,0,16.41,6.55,0,,,,,,,,,,
20160910:0356,0,0,0,16.21,6.08,0,,,,,,,,,,
20160910:0456,0,0,0,16.22,5.54,0,,,,,,,,,,
20160910:0556,3.55,6.39,2.99,16.22,5,0,,,,,,,,,,
20160910:0656,12.96,23.328,12.25,16.23,4.46,0,,,,,,,,,,
20160910:0756,75.31,135.558,21.25,16.21,4.13,0,,,,,,,,,,
20160910:0856,101.92,183.456,29.51,16.19,3.8,0,,,,,,,,,,
20160910:0956,42.8,77.04,36.44,16.16,3.48,0,,,,,,,,,,
20160910:1056,97.37,175.266,41.26,16.12,3.15,0,,,,,,,,,,
20160910:1156,122.52,220.536,43.22,16.08,2.82,0,,,,,,,,,,
20160910:1256,176.34,317.412,41.92,16.04,2.5,0,,,,,,,,,,
20160910:1356,160,288,37.63,16.3,2.99,0,,,,,,,,,,
20160910:1456,138.46,249.228,31.07,16.56,3.49,0,,,,,,,,,,
20160910:1556,206.15,371.07,23.02,16.82,3.99,0,,,,,,,,,,
20160910:1656,145.54,261.972,14.14,16.44,3.86,0,,,,,,,,,,
20160910:1756,23.71,42.678,4.9,16.07,3.73,0,,,,,,,,,,
20160910:1856,0,0,0,15.69,3.6,0,,,,,,,,,,
20160910:1956,0,0,0,14.69,3.56,0,,,,,,,,,,
20160910:2056,0,0,0,13.68,3.53,0,,,,,,,,,,
20160910:2156,0,0,0,12.68,3.49,0,,,,,,,,,,
20160910:2256,0,0,0,11.9,3.1,0,,,,,,,,,,
20160910:2356,0,0,0,11.11,2.71,0,,,,,,,,,,
20160911:0056,0,0,0,10.33,2.32,0,,,,,,,,,,
20160911:0156,0,0,0,9.64,2.21,0,,,,,,,,,,
20160911:0256,0,0,0,8.96,2.11,0,,,,,,,,,,
20160911:0356,0,0,0,8.27,2,0,,,,,,,,,,
20160911:0456,0,0,0,7.89,1.92,0,,,,,,,,,,
20160911:0556,18.63,33.534,2.75,7.52,1.83,0,,,,,,,,,,
20160911:0656,216.71,390.078,12.01,7.14,1.75,0,,,,,,,,,,
20160911:0756,457.66,823.788,21,9.22,1.94,0,,,,,,,,,,
20160911:0856,669.55,1205.19,29.24,11.3,2.13,0,,,,,,,,,,
20160911:0956,858.44,1545.192,36.13,13.37,2.32,0,,,,,,,,,,
20160911:1056,471.83,849.294,40.91,14.61,2.89,0,,,,,,,,,,
20160911:1156,706.16,1271.088,42.84,15.85,3.46,0,,,,,,,,,,
20160911:1256,713.79,1284.822,41.53,17.09,4.03,0,,,,,,,,,,
20160911:1356,827.72,1489.896,37.24,17.42,4.38,0,,,,,,,,,,
20160911:1456,346.44,623.592,30.69,17.76,4.74,0,,,,,,,,,,
20160911:1556,317.08,570.744,22.66,18.09,5.09,0,,,,,,,,,,
20160911:1656,192.99,347.382,13.78,17.19,4.62,0,,,,,,,,,,
20160911:1756,17.19,30.942,4.54,16.3,4.15,0,,,,,,,,,,
20160911:1856,0,0,0,15.4,3.68,0,,,,,,,,,,
20160911:1956,0,0,0,14.37,3.69,0,,,,,,,,,,
20160911:2056,0,0,0,13.34,3.69,0,,,,,,,,,,
20160911:2156,0,0,0,12.31,3.7,0,,,,,,,,,,
20160911:2256,0,0,0,12.21,3.78,0,,,,,,,,,,
20160911:2356,0,0,0,12.11,3.87,0,,,,,,,,,,
20160912:0056,0,0,0,12.02,3.96,0,,,,,,,,,,
20160912:0156,0,0,0,12.07,4.23,0,,,,,,,,,,
20160912:0256,0,0,0,12.13,4.5,0,,,,,,,,,,
20160912:0356,0,0,0,12.18,4.77,0,,,,,,,,,,
20160912:0456,0,0,0,12.7,4.94,0,,,,,,,,,,
20160912:0556,4.87,8.766,2.51,13.21,5.1,0,,,,,,,,,,
20160912:0656,134.81,242.658,11.77,13.73,5.27,0,,,,,,,,,,
20160912:0756,66.9,120.42,20.74,15.24,6.08,0,,,,,,,,,,
20160912:0856,287.89,518.202,28.96,16.75,6.9,0,,,,,,,,,,
20160912:0956,334.57,602.226,35.82,18.25,7.71,0,,,,,,,,,,
20160912:1056,234.55,422.19,40.56,19.19,7.74,0,,,,,,,,,,
20160912:1156,433.44,780.192,42.46,20.14,7.77,0,,,,,,,,,,
20160912:1256,424.8,764.64,41.14,21.08,7.79,0,,,,,,,,,,
20160912:1356,602.84,1085.112,36.85,21.28,7.4,0,,,,,,,,,,
20160912:1456,356.49,641.682,30.32,21.48,7,0,,,,,,,,,,
20160912:1556,214.22,385.596,22.3,21.68,6.61,0,,,,,,,,,,
20160912:1656,116.54,209.772,13.42,21.01,5.76,0,,,,,,,,,,
20160912:1756,1.57,2.826,4.19,20.33,4.91,0,,,,,,,,,,
20160912:1856,0,0,0,19.66,4.06,0,,,,,,,,,,
20160912:1956,0,0,0,19.09,3.9,0,,,,,,,,,,
20160912:2056,0,0,0,18.52,3.74,0,,,,,,,,,,
20160912:2156,0,0,0,17.95,3.59,0,,,,,,,,,,
20160912:2256,0,0,0,17.85,3.51,0,,,,,,,,,,
20160912:2356,0,0,0,17.75,3.43,0,,,,,,,,,,
20160913:0056,0,0,0,17.65,3.35,0,,,,,,,,,,
20160913:0156,0,0,0,17.46,3.3,0,,,,,,,,,,
20160913:0256,0,0,0,17.27,3.24,0,,,,,,,,,,
20160913:0356,0,0,0,17.08,3.19,0,,,,,,,,,,
20160913:0456,0,0,0,16.62,2.86,0,,,,,,,,,,
20160913:0556,9.82,17.676,2.27,16.15,2.53,0,,,,,,,,,,
20160913:0656,194.39,349.902,11.52,15.69,2.21,0,,,,,,,,,,
20160913:0756,422.88,761.184,20.48,17.46,2.24,0,,,,,,,,,,
20160913:0856,637.29,1147.122,28.68,19.23,2.28,0,,,,,,,,,,
20160913:0956,806.63,1451.934,35.5,20.99,2.32,0,,,,,,,,,,
20160913:1056,909.09,1636.362,40.21,22.52,2.52,0,,,,,,,,,,
20160913:1156,463.81,834.858,42.08,24.06,2.72,0,,,,,,,,,,
20160913:1256,315.91,568.638,40.74,25.59,2.92,0,,,,,,,,,,
20160913:1356,622.62,1120.716,36.46,25.97,3.1,0,,,,,,,,,,
20160913:1456,192.21,345.978,29.94,26.35,3.28,0,,,,,,,,,,
20160913:1556,379.87,683.766,21.93,26.73,3.46,0,,,,,,,,,,
20160913:1656,170.42,306.756,13.06,25.48,3.07,0,,,,,,,,,,
20160913:1756,16.81,30.258,3.83,24.22,2.68,0,,,,,,,,,,
20160913:1856,0,0,0,22.97,2.29,0,,,,,,,,,,
20160913:1956,0,0,0,21.92,2.32,0,,,,,,,,,,
20160913:2056,0,0,0,20.86,2.35,0,,,,,,,,,,
20160913:2156,0,0,0,19.81,2.39,0,,,,,,,,,,
