,,,,,,,,,Total area (m^2),12000,,Avg,kW,,,
20160316:1956,0,0,0,4.11,5.38,0,,,,,,,,,,
20160316:2056,0,0,0,3.3,5.16,0,,,,,,,,,,
20160316:2156,0,0,0,2.5,4.94,0,,,,,,,,,,
20160316:2256,0,0,0,2.23,4.66,0,,,,,,,,,,
20160316:2356,0,0,0,1.95,4.38,0,,,,,,,,,,
20160317:0056,0,0,0,1.67,4.1,0,,,,,,,,,,
20160317:0156,0,0,0,1.54,3.97,0,,,,,,,,,,
20160317:0256,0,0,0,1.4,3.85,0,,,,,,,,,,
20160317:0356,0,0,0,1.27,3.72,0,,,,,,,,,,
20160317:0456,0,0,0,0.99,3.7,0,,,,,,,,,,
20160317:0556,0,0,0,0.72,3.67,0,,,,,,,,,,
20160317:0656,105.38,189.684,5.31,0.44,3.64,0,,,,,,,,,,
20160317:0756,168.97,304.146,14.25,1.71,4,0,,,,,,,,,,
20160317:0856,425.88,766.584,22.45,2.97,4.36,0,,,,,,,,,,
20160317:0956,810.42,1458.756,29.35,4.24,4.72,0,,,,,,,,,,
20160317:1056,942.5,1696.5,34.33,5.62,4.6,0,,,,,,,,,,
20160317:1156,996,1792.8,36.72,7,4.48,0,,,,,,,,,,
20160317:1256,965.37,1737.666,36.16,8.38,4.36,0,,,,,,,,,,
20160317:1356,849.29,1528.722,32.72,8.66,4.27,0,,,,,,,,,,
20160317:1456,669.99,1205.982,26.94,8.94,4.17,0,,,,,,,,,,
20160317:1556,442.58,796.644,19.47,9.22,4.08,0,,,,,,,,,,
20160317:1656,199.7,359.46,10.94,8.11,3.41,0,,,,,,,,,,
20160317:1756,10.01,18.018,1.83,6.99,2.73,0,,,,,,,,,,
20160317:1856,0,0,0,5.87,2.06,0,,,,,,,,,,
20160317:1956,0,0,0,4.52,2.11,0,,,,,,,,,,
20160317:2056,0,0,0,3.17,2.17,0,,,,,,,,,,
20160317:2156,0,0,0,1.82,2.22,0,,,,,,,,,,
20160317:2256,0,0,0,1.22,2.23,0,,,,,,,,,,
20160317:2356,0,0,0,0.62,2.25,0,,,,,,,,,,
20160318:0056,0,0,0,0.01,2.26,0,,,,,,,,,,
20160318:0156,0,0,0,-0.25,2.07,0,,,,,,,,,,
20160318:0256,0,0,0,-0.52,1.89,0,,,,,,,,,,
20160318:0356,0,0,0,-0.78,1.7,0,,,,,,,,,,
20160318:0456,0,0,0,-0.83,1.88,0,,,,,,,,,,
20160318:0556,0,0,0,-0.87,2.06,0,,,,,,,,,,
20160318:0656,107.66,193.788,5.67,-0.92,2.23,0,,,,,,,,,,
20160318:0756,73.96,133.128,14.62,0.42,2.75,0,,,,,,,,,,
20160318:0856,94.73,170.514,22.83,1.76,3.27,0,,,,,,,,,,
20160318:0956,116.06,208.908,29.75,3.1,3.79,0,,,,,,,,,,
20160318:1056,138.8,249.84,34.73,4.31,3.85,0,,,,,,,,,,
20160318:1156,196.35,353.43,37.12,5.53,3.9,0,,,,,,,,,,
20160318:1256,155.4,279.72,36.54,6.74,3.96,0,,,,,,,,,,
20160318:1356,130.98,235.764,33.07,6.81,4.48,0,,,,,,,,,,
20160318:1456,102.97,185.346,27.26,6.88,5.01,0,,,,,,,,,,
20160318:1556,71.72,129.096,19.77,6.94,5.53,0,,,,,,,,,,
20160318:1656,36.98,66.564,11.21,6.69,5.05,0,,,,,,,,,,
20160318:1756,11.55,20.79,2.1,6.44,4.57,0,,,,,,,,,,
20160318:1856,0,0,0,6.19,4.1,0,,,,,,,,,,
20160318:1956,0,0,0,5.82,4.09,0,,,,,,,,,,
20160318:2056,0,0,0,5.46,4.09,0,,,,,,,,,,
20160318:2156,0,0,0,5.09,4.08,0,,,,,,,,,,
20160318:2256,0,0,0,5.04,4.11,0,,,,,,,,,,
20160318:2356,0,0,0,4.99,4.15,0,,,,,,,,,,
20160319:0056,0,0,0,4.95,4.18,0,,,,,,,,,,
20160319:0156,0,0,0,4.36,4.29,0,,,,,,,,,,
20160319:0256,0,0,0,3.78,4.39,0,,,,,,,,,,
20160319:0356,0,0,0,3.2,4.5,0,,,,,,,,,,
20160319:0456,0,0,0,3.16,4.52,0,,,,,,,,,,
20160319:0556,0,0,0,3.13,4.55,0,,,,,,,,,,
20160319:0656,120.32,216.576,6.03,3.09,4.58,0,,,,,,,,,,
20160319:0756,47.98,86.364,14.98,3.65,5.29,0,,,,,,,,,,
20160319:0856,107.94,194.292,23.2,4.2,6,0,,,,,,,,,,
20160319:0956,174.2,313.56,30.14,4.76,6.7,0,,,,,,,,,,
20160319:1056,221.48,398.664,35.13,5.47,6.29,0,,,,,,,,,,
20160319:1156,251.07,451.926,37.52,6.18,5.87,0,,,,,,,,,,
20160319:1256,196.52,353.736,36.92,6.89,5.45,0,,,,,,,,,,
20160319:1356,148.31,266.958,33.42,6.75,5.48,0,,,,,,,,,,
20160319:1456,116.43,209.574,27.58,6.61,5.51,0,,,,,,,,,,
20160319:1556,74.31,133.758,20.06,6.47,5.54,0,,,,,,,,,,
20160319:1656,34.79,62.622,11.49,6.22,5.03,0,,,,,,,,,,
20160319:1756,15.01,27.018,2.36,5.96,4.51,0,,,,,,,,,,
20160319:1856,0,0,0,5.71,4,0,,,,,,,,,,
20160319:1956,0,0,0,5.29,3.82,0,,,,,,,,,,
20160319:2056,0,0,0,4.86,3.64,0,,,,,,,,,,
20160319:2156,0,0,0,4.44,3.46,0,,,,,,,,,,
20160319:2256,0,0,0,4.46,3.45,0,,,,,,,,,,
20160319:2356,0,0,0,4.48,3.44,0,,,,,,,,,,
20160320:0056,0,0,0,4.49,3.43,0,,,,,,,,,,
20160320:0156,0,0,0,3.89,3.35,0,,,,,,,,,,
20160320:0256,0,0,0,3.29,3.27,0,,,,,,,,,,
20160320:0356,0,0,0,2.68,3.19,0,,,,,,,,,,
20160320:0456,0,0,0,2.61,3.22,0,,,,,,,,,,
20160320:0556,0,0,0,2.54,3.25,0,,,,,,,,,,
20160320:0656,127,228.6,6.39,2.47,3.28,0,,,,,,,,,,
20160320:0756,84.91,152.838,15.35,3.23,3.75,0,,,,,,,,,,
20160320:0856,119.45,215.01,23.58,4,4.21,0,,,,,,,,,,
20160320:0956,145.82,262.476,30.53,4.76,4.68,0,,,,,,,,,,
20160320:1056,195.79,352.422,35.53,5.84,4.67,0,,,,,,,,,,
20160320:1156,222.06,399.708,37.92,6.92,4.67,0,,,,,,,,,,
20160320:1256,639.89,1151.802,37.3,8,4.66,0,,,,,,,,,,
20160320:1356,290.89,523.602,33.77,8.28,4.7,0,,,,,,,,,,
20160320:1456,251.96,453.528,27.9,8.56,4.74,0,,,,,,,,,,
20160320:1556,167.06,300.708,20.35,8.83,4.77,0,,,,,,,,,,
20160320:1656,177.85,320.13,11.76,8.43,3.87,0,,,,,,,,,,
20160320:1756,11.52,20.736,2.63,8.02,2.96,0,,,,,,,,,,
20160320:1856,0,0,0,7.62,2.06,0,,,,,,,,,,
20160320:1956,0,0,0,7.21,1.85,0,,,,,,,,,,
20160320:2056,0,0,0,6.8,1.64,0,,,,,,,,,,
20160320:2156,0,0,0,6.39,1.43,0,,,,,,,,,,
20160320:2256,0,0,0,6.18,1.39,0,,,,,,,,,,
20160320:2356,0,0,0,5.97,1.35,0,,,,,,,,,,
20160321:0056,0,0,0,5.76,1.31,0,,,,,,,,,,
20160321:0156,0,0,0,4.9,1.36,0,,,,,,,,,,
20160321:0256,0,0,0,4.05,1.41,0,,,,,,,,,,
20160321:0356,0,0,0,3.19,1.46,0,,,,,,,,,,
20160321:0456,0,0,0,2.7,1.57,0,,,,,,,,,,
20160321:0556,0,0,0,2.22,1.67,0,,,,,,,,,,
20160321:0656,132.45,238.41,6.75,1.73,1.78,0,,,,,,,,,,
20160321:0756,379.9,683.82,15.72,3.28,2.31,0,,,,,,,,,,
20160321:0856,356.67,642.006,23.96,4.84,2.84,0,,,,,,,,,,
20160321:0956,797.14,1434.852,30.92,6.39,3.37,0,,,,,,,,,,
20160321:1056,923.53,1662.354,35.93,7.55,3.64,0,,,,,,,,,,
20160321:1156,488.4,879.12,38.32,8.7,3.92,0,,,,,,,,,,
20160321:1256,681.24,1226.232,37.68,9.86,4.19,0,,,,,,,,,,
20160321:1356,300.83,541.494,34.12,9.88,4.47,0,,,,,,,,,,
20160321:1456,311.88,561.384,28.21,9.91,4.75,0,,,,,,,,,,
20160321:1556,128.35,231.03,20.64,9.93,5.03,0,,,,,,,,,,
20160321:1656,48.67,87.606,12.03,9.37,4.29,0,,,,,,,,,,
20160321:1756,1.36,2.448,2.89,8.8,3.54,0,,,,,,,,,,
20160321:1856,0,0,0,8.24,2.79,0,,,,,,,,,,
20160321:1956,0,0,0,7.4,2.53,0,,,,,,,,,,
20160321:2056,0,0,0,6.55,2.27,0,,,,,,,,,,
20160321:2156,0,0,0,5.71,2.01,0,,,,,,,,,,
20160321:2256,0,0,0,5.13,1.89,0,,,,,,,,,,
20160321:2356,0,0,0,4.54,1.77,0,,,,,,,,,,
20160322:0056,0,0,0,3.95,1.64,0,,,,,,,,,,
20160322:0156,0,0,0,2.95,1.55,0,,,,,,,,,,
20160322:0256,0,0,0,1.94,1.46,0,,,,,,,,,,
20160322:0356,0,0,0,0.94,1.37,0,,,,,,,,,,
20160322:0456,0,0,0,1.1,1.62,0,,,,,,,,,,
20160322:0556,0,0,0,1.26,1.87,0,,,,,,,,,,
20160322:0656,138.97,250.146,7.11,1.42,2.12,0,,,,,,,,,,
20160322:0756,388.94,700.092,16.09,2.78,2.06,0,,,,,,,,,,
20160322:0856,628.67,1131.606,24.34,4.13,2,0,,,,,,,,,,
20160322:0956,595.4,1071.72,31.32,5.49,1.94,0,,,,,,,,,,
20160322:1056,378.66,681.588,36.34,6.48,1.72,0,,,,,,,,,,
20160322:1156,604.39,1087.902,38.72,7.47,1.5,0,,,,,,,,,,
20160322:1256,519.55,935.19,38.06,8.46,1.28,0,,,,,,,,,,
20160322:1356,464.2,835.56,34.47,8.92,1.49,0,,,,,,,,,,
20160322:1456,306.77,552.186,28.53,9.38,1.71,0,,,,,,,,,,
20160322:1556,136.64,245.952,20.93,9.84,1.92,0,,,,,,,,,,
20160322:1656,56.16,101.088,12.3,9.26,1.78,0,,,,,,,,,,
20160322:1756,19.72,35.496,3.15,8.67,1.64,0,,,,,,,,,,
20160322:1856,0,0,0,8.08,1.5,0,,,,,,,,,,
20160322:1956,0,0,0,7.31,1.55,0,,,,,,,,,,
20160322:2056,0,0,0,6.54,1.6,0,,,,,,,,,,
20160322:2156,0,0,0,5.77,1.64,0,,,,,,,,,,
20160322:2256,0,0,0,5.49,1.55,0,,,,,,,,,,
20160322:2356,0,0,0,5.2,1.47,0,,,,,,,,,,
20160323:0056,0,0,0,4.91,1.38,0,,,,,,,,,,
20160323:0156,0,0,0,4.83,1.37,0,,,,,,,,,,
20160323:0256,0,0,0,4.74,1.37,0,,,,,,,,,,
20160323:0356,0,0,0,4.65,1.37,0,,,,,,,,,,
20160323:0456,0,0,0,4.44,1.43,0,,,,,,,,,,
20160323:0556,0,0,0,4.23,1.5,0,,,,,,,,,,
20160323:0656,33.01,59.418,7.46,4.02,1.57,0,,,,,,,,,,
20160323:0756,84.18,151.524,16.45,4.97,1.67,0,,,,,,,,,,
20160323:0856,106.65,191.97,24.72,5.93,1.77,0,,,,,,,,,,
20160323:0956,132.53,238.554,31.71,6.88,1.86,0,,,,,,,,,,
20160323:1056,164.18,295.524,36.74,7.52,1.85,0,,,,,,,,,,
20160323:1156,239.77,431.586,39.12,8.15,1.83,0,,,,,,,,,,
20160323:1256,239.34,430.812,38.44,8.79,1.82,0,,,,,,,,,,
20160323:1356,194.19,349.542,34.82,9.11,2.22,0,,,,,,,,,,
20160323:1456,199.39,358.902,28.84,9.43,2.61,0,,,,,,,,,,
20160323:1556,124.27,223.686,21.22,9.74,3.01,0,,,,,,,,,,
20160323:1656,50.42,90.756,12.57,9.29,2.75,0,,,,,,,,,,
20160323:1756,21.05,37.89,3.42,8.84,2.5,0,,,,,,,,,,
20160323:1856,0,0,0,8.39,2.25,0,,,,,,,,,,
20160323:1956,0,0,0,7.62,2.25,0,,,,,,,,,,
20160323:2056,0,0,0,6.85,2.25,0,,,,,,,,,,
20160323:2156,0,0,0,6.08,2.25,0,,,,,,,,,,
20160323:2256,0,0,0,5.75,2.43,0,,,,,,,,,,
20160323:2356,0,0,0,5.42,2.61,0,,,,,,,,,,
20160324:0056,0,0,0,5.09,2.79,0,,,,,,,,,,
20160324:0156,0,0,0,4.73,2.95,0,,,,,,,,,,
20160324:0256,0,0,0,4.36,3.12,0,,,,,,,,,,
20160324:0356,0,0,0,3.99,3.28,0,,,,,,,,,,
20160324:0456,0,0,0,4.16,3.43,0,,,,,,,,,,
20160324:0556,0,0,0,4.33,3.57,0,,,,,,,,,,
20160324:0656,11.82,21.276,7.82,4.5,3.71,0,,,,,,,,,,
20160324:0756,69.18,124.524,16.82,5.1,4.27,0,,,,,,,,,,
20160324:0856,128.14,230.652,25.1,5.7,4.83,0,,,,,,,,,,
20160324:0956,261.04,469.872,32.1,6.3,5.39,0,,,,,,,,,,
20160324:1056,336.63,605.934,37.14,6.48,5.87,0,,,,,,,,,,
20160324:1156,190.39,342.702,39.52,6.66,6.35,0,,,,,,,,,,
20160324:1256,213.35,384.03,38.82,6.84,6.83,0,,,,,,,,,,
20160324:1356,102.83,185.094,35.17,6.97,6.8,0,,,,,,,,,,
20160324:1456,103.15,185.67,29.16,7.1,6.77,0,,,,,,,,,,
20160324:1556,86.78,156.204,21.5,7.22,6.74,0,,,,,,,,,,
20160324:1656,22.47,40.446,12.84,7.06,6.7,0,,,,,,,,,,
20160324:1756,6.82,12.276,3.68,6.89,6.65,0,,,,,,,,,,
20160324:1856,0,0,0,6.73,6.61,0,,,,,,,,,,
20160324:1956,0,0,0,6.85,6.42,0,,,,,,,,,,
20160324:2056,0,0,0,6.98,6.23,0,,,,,,,,,,
20160324:2156,0,0,0,7.1,6.04,0,,,,,,,,,,
20160324:2256,0,0,0,7.38,5.51,0,,,,,,,,,,
20160324:2356,0,0,0,7.66,4.97,0,,,,,,,,,,
20160325:0056,0,0,0,7.93,4.44,0,,,,,,,,,,
20160325:0156,0,0,0,7.66,4.29,0,,,,,,,,,,
20160325:0256,0,0,0,7.38,4.15,0,,,,,,,,,,
20160325:0356,0,0,0,7.11,4,0,,,,,,,,,,
20160325:0456,0,0,0,6.37,4.42,0,,,,,,,,,,
20160325:0556,0,0,0,5.64,4.84,0,,,,,,,,,,
20160325:0656,158.06,284.508,8.18,4.9,5.26,0,,,,,,,,,,
20160325:0756,405.53,729.954,17.18,5.47,5.24,0,,,,,,,,,,
20160325:0856,643.45,1158.21,25.48,6.04,5.23,0,,,,,,,,,,
20160325:0956,836.82,1506.276,32.49,6.61,5.21,0,,,,,,,,,,
20160325:1056,965.75,1738.35,37.54,7.93,4.46,0,,,,,,,,,,
20160325:1156,1014.82,1826.676,39.92,9.24,3.71,0,,,,,,,,,,
20160325:1256,981.16,1766.088,39.19,10.56,2.97,0,,,,,,,,,,
20160325:1356,863.66,1554.588,35.51,11.16,3.25,0,,,,,,,,,,
20160325:1456,671.26,1208.268,29.47,11.76,3.54,0,,,,,,,,,,
20160325:1556,458.96,826.128,21.79,12.35,3.82,0,,,,,,,,,,
20160325:1656,193.64,348.552,13.11,11.41,3.39,0,,,,,,,,,,
20160325:1756,23.54,42.372,3.94,10.46,2.96,0,,,,,,,,,,
20160325:1856,0,0,0,9.52,2.52,0,,,,,,,,,,
20160325:1956,0,0,0,8.48,3.24,0,,,,,,,,,,
20160325:2056,0,0,0,7.43,3.95,0,,,,,,,,,,
20160325:2156,0,0,0,6.39,4.66,0,,,,,,,,,,
20160325:2256,0,0,0,6.22,5.31,0,,,,,,,,,,
20160325:2356,0,0,0,6.05,5.97,0,,,,,,,,,,
20160326:0056,0,0,0,5.89,6.62,0,,,,,,,,,,
20160326:0156,0,0,0,5.61,6.95,0,,,,,,,,,,
20160326:0256,0,0,0,5.34,7.28,0,,,,,,,,,,
20160326:0356,0,0,0,5.07,7.61,0,,,,,,,,,,
20160326:0456,0,0,0,5.21,7.61,0,,,,,,,,,,
20160326:0556,0,0,0,5.35,7.61,0,,,,,,,,,,
20160326:0656,159.74,287.532,8.54,5.49,7.61,0,,,,,,,,,,
20160326:0756,105.25,189.45,17.55,6.42,8.06,0,,,,,,,,,,
20160326:0856,141.58,254.844,25.85,7.35,8.51,0,,,,,,,,,,
20160326:0956,114.29,205.722,32.88,8.28,8.97,0,,,,,,,,,,
20160326:1056,169.41,304.938,37.94,8.98,9.68,0,,,,,,,,,,
20160326:1156,153.95,277.11,40.31,9.69,10.4,0,,,,,,,,,,
20160326:1256,164.68,296.424,39.57,10.39,11.12,0,,,,,,,,,,
20160326:1356,86.46,155.628,35.86,10.44,11.46,0,,,,,,,,,,
20160326:1456,90.69,163.242,29.78,10.5,11.8,0,,,,,,,,,,
20160326:1556,149.1,268.38,22.07,10.55,12.14,0,,,,,,,,,,
20160326:1656,6.69,12.042,13.38,9.82,11.92,0,,,,,,,,,,
20160326:1756,24.92,44.856,4.2,9.08,11.7,0,,,,,,,,,,
20160326:1856,0,0,0,8.35,11.48,0,,,,,,,,,,
20160326:1956,0,0,0,7.18,10.3,0,,,,,,,,,,
20160326:2056,0,0,0,6.02,9.13,0,,,,,,,,,,
20160326:2156,0,0,0,4.85,7.96,0,,,,,,,,,,
20160326:2256,0,0,0,4.73,7.53,0,,,,,,,,,,
20160326:2356,0,0,0,4.6,7.1,0,,,,,,,,,,
20160327:0056,0,0,0,4.47,6.68,0,,,,,,,,,,
20160327:0156,0,0,0,4.38,6.5,0,,,,,,,,,,
20160327:0256,0,0,0,4.28,6.32,0,,,,,,,,,,
20160327:0356,0,0,0,4.18,6.14,0,,,,,,,,,,
20160327:0456,0,0,0,4.1,6.34,0,,,,,,,,,,
20160327:0556,0,0,0,4.02,6.54,0,,,,,,,,,,
20160327:0656,167.33,301.194,8.9,3.94,6.74,0,,,,,,,,,,
20160327:0756,95.6,172.08,17.92,4.81,7.67,0,,,,,,,,,,
20160327:0856,76.36,137.448,26.23,5.67,8.59,0,,,,,,,,,,
20160327:0956,802.77,1444.986,33.27,6.54,9.52,0,,,,,,,,,,
20160327:1056,616.59,1109.862,38.34,7.19,10.04,0,,,,,,,,,,
20160327:1156,568.74,1023.732,40.71,7.85,10.57,0,,,,,,,,,,
20160327:1256,778.48,1401.264,39.95,8.5,11.09,0,,,,,,,,,,
20160327:1356,680.89,1225.602,36.2,8.47,10.99,0,,,,,,,,,,
20160327:1456,100.6,181.08,30.09,8.45,10.9,0,,,,,,,,,,
20160327:1556,436.97,786.546,22.35,8.42,10.8,0,,,,,,,,,,
20160327:1656,175.65,316.17,13.64,8.02,9.77,0,,,,,,,,,,
20160327:1756,26.89,48.402,4.46,7.62,8.75,0,,,,,,,,,,
20160327:1856,0,0,0,7.22,7.72,0,,,,,,,,,,
20160327:1956,0,0,0,6.67,7.2,0,,,,,,,,,,
20160327:2056,0,0,0,6.13,6.67,0,,,,,,,,,,
20160327:2156,0,0,0,5.58,6.14,0,,,,,,,,,,
20160327:2256,0,0,0,5.87,7.03,0,,,,,,,,,,
20160327:2356,0,0,0,6.16,7.91,0,,,,,,,,,,
20160328:0056,0,0,0,6.45,8.8,0,,,,,,,,,,
20160328:0156,0,0,0,7.09,9.94,0,,,,,,,,,,
20160328:0256,0,0,0,7.72,11.07,0,,,,,,,,,,
20160328:0356,0,0,0,8.35,12.21,0,,,,,,,,,,
20160328:0456,0,0,0,7.57,11.1,0,,,,,,,,,,
20160328:0556,0,0,0,6.8,10,0,,,,,,,,,,
20160328:0656,28.93,52.074,9.26,6.02,8.9,0,,,,,,,,,,
20160328:0756,100.75,181.35,18.28,5.32,9.83,0,,,,,,,,,,
20160328:0856,317.15,570.87,26.6,4.61,10.77,0,,,,,,,,,,
20160328:0956,553.42,996.156,33.66,3.91,11.71,0,,,,,,,,,,
20160328:1056,602.4,1084.32,38.74,5.07,11.54,0,,,,,,,,,,
20160328:1156,757.01,1362.618,41.1,6.22,11.36,0,,,,,,,,,,
20160328:1256,565.01,1017.018,40.32,7.38,11.19,0,,,,,,,,,,
20160328:1356,812.19,1461.942,36.54,7.72,10.15,0,,,,,,,,,,
20160328:1456,637.33,1147.194,30.4,8.06,9.12,0,,,,,,,,,,
20160328:1556,273.22,491.796,22.64,8.4,8.08,0,,,,,,,,,,
20160328:1656,224.53,404.154,13.91,7.81,6.92,0,,,,,,,,,,
20160328:1756,28.32,50.976,4.72,7.22,5.77,0,,,,,,,,,,
20160328:1856,0,0,0,6.63,4.61,0,,,,,,,,,,
20160328:1956,0,0,0,5.81,4.52,0,,,,,,,,,,
20160328:2056,0,0,0,5,4.43,0,,,,,,,,,,
20160328:2156,0,0,0,4.18,4.34,0,,,,,,,,,,
20160328:2256,0,0,0,4.02,4.54,0,,,,,,,,,,
20160328:2356,0,0,0,3.86,4.73,0,,,,,,,,,,
20160329:0056,0,0,0,3.7,4.92,0,,,,,,,,,,
20160329:0156,0,0,0,3.9,5.27,0,,,,,,,,,,
20160329:0256,0,0,0,4.09,5.62,0,,,,,,,,,,
20160329:0356,0,0,0,4.28,5.97,0,,,,,,,,,,
20160329:0456,0,0,0,4.17,6.32,0,,,,,,,,,,
20160329:0556,0,0,0,4.07,6.66,0,,,,,,,,,,
20160329:0656,113.59,204.462,9.62,3.96,7.01,0,,,,,,,,,,
20160329:0756,209.12,376.416,18.64,4.57,7.6,0,,,,,,,,,,
20160329:0856,265.09,477.162,26.98,5.19,8.2,0,,,,,,,,,,
20160329:0956,854.5,1538.1,34.05,5.8,8.8,0,,,,,,,,,,
20160329:1056,814.42,1465.956,39.14,6.72,8.81,0,,,,,,,,,,
20160329:1156,1015.18,1827.324,41.5,7.63,8.82,0,,,,,,,,,,
20160329:1256,521.49,938.682,40.69,8.55,8.83,0,,,,,,,,,,
20160329:1356,484.82,872.676,36.88,8.68,8.59,0,,,,,,,,,,
20160329:1456,145.69,262.242,30.7,8.81,8.36,0,,,,,,,,,,
20160329:1556,57.67,103.806,22.92,8.94,8.12,0,,,,,,,,,,
20160329:1656,72.28,130.104,14.17,7.57,7.74,0,,,,,,,,,,
20160329:1756,30.07,54.126,4.97,6.2,7.35,0,,,,,,,,,,
20160329:1856,0,0,0,4.83,6.97,0,,,,,,,,,,
20160329:1956,0,0,0,4.5,6.71,0,,,,,,,,,,
20160329:2056,0,0,0,4.18,6.46,0,,,,,,,,,,
20160329:2156,0,0,0,3.85,6.21,0,,,,,,,,,,
20160329:2256,0,0,0,3.69,5.94,0,,,,,,,,,,
20160329:2356,0,0,0,3.53,5.66,0,,,,,,,,,,
20160330:0056,0,0,0,3.37,5.39,0,,,,,,,,,,
20160330:0156,0,0,0,3.41,5.36,0,,,,,,,,,,
20160330:0256,0,0,0,3.46,5.33,0,,,,,,,,,,
20160330:0356,0,0,0,3.51,5.3,0,,,,,,,,,,
20160330:0456,0,0,0,3.35,5.07,0,,,,,,,,,,
20160330:0556,3.6,6.48,0.71,3.2,4.84,0,,,,,,,,,,
20160330:0656,185.43,333.774,9.97,3.04,4.61,0,,,,,,,,,,
20160330:0756,358.64,645.552,19,4.09,5.14,0,,,,,,,,,,
20160330:0856,613.47,1104.246,27.35,5.13,5.66,0,,,,,,,,,,
20160330:0956,657.87,1184.166,34.44,6.18,6.19,0,,,,,,,,,,
20160330:1056,642.35,1156.23,39.53,7.11,5.89,0,,,,,,,,,,
20160330:1156,658.38,1185.084,41.89,8.05,5.58,0,,,,,,,,,,
20160330:1256,261.65,470.97,41.06,8.98,5.27,0,,,,,,,,,,
20160330:1356,855.72,1540.296,37.22,9.21,4.96,0,,,,,,,,,,
20160330:1456,324.83,584.694,31.01,9.44,4.65,0,,,,,,,,,,
20160330:1556,272.66,490.788,23.19,9.67,4.34,0,,,,,,,,,,
20160330:1656,172.12,309.816,14.43,8.89,3.49,0,,,,,,,,,,
20160330:1756,31.98,57.564,5.23,8.1,2.63,0,,,,,,,,,,
20160330:1856,0,0,0,7.32,1.78,0,,,,,,,,,,
20160330:1956,0,0,0,6.04,1.98,0,,,,,,,,,,
20160330:2056,0,0,0,4.76,2.17,0,,,,,,,,,,
20160330:2156,0,0,0,3.48,2.37,0,,,,,,,,,,
20160330:2256,0,0,0,3.23,2.29,0,,,,,,,,,,
20160330:2356,0,0,0,2.98,2.22,0,,,,,,,,,,
20160331:0056,0,0,0,2.73,2.14,0,,,,,,,,,,
20160331:0156,0,0,0,2.58,2.26,0,,,,,,,,,,
20160331:0256,0,0,0,2.42,2.38,0,,,,,,,,,,
20160331:0356,0,0,0,2.26,2.5,0,,,,,,,,,,
20160331:0456,0,0,0,1.81,2.46,0,,,,,,,,,,
20160331:0556,5.63,10.134,1.06,1.37,2.41,0,,,,,,,,,,
20160331:0656,190.35,342.63,10.33,0.92,2.37,0,,,,,,,,,,
20160331:0756,436.23,785.214,19.36,2.88,2.68,0,,,,,,,,,,
20160331:0856,670.83,1207.494,27.72,4.85,2.98,0,,,,,,,,,,
20160331:0956,343.21,617.778,34.82,6.81,3.28,0,,,,,,,,,,
20160331:1056,644.47,1160.046,39.93,7.79,3.6,0,,,,,,,,,,
20160331:1156,774.37,1393.866,42.28,8.78,3.93,0,,,,,,,,,,
20160331:1256,992.82,1787.076,41.44,9.76,4.25,0,,,,,,,,,,
20160331:1356,498.22,896.796,37.56,9.96,4.15,0,,,,,,,,,,
20160331:1456,505.39,909.702,31.31,10.17,4.05,0,,,,,,,,,,
20160331:1556,296.35,533.43,23.47,10.37,3.94,0,,,,,,,,,,
20160331:1656,211.57,380.826,14.69,9.56,3.17,0,,,,,,,,,,
20160331:1756,28.54,51.372,5.48,8.74,2.39,0,,,,,,,,,,
20160331:1856,0,0,0,7.93,1.61,0,,,,,,,,,,
20160331:1956,0,0,0,6.2,2.01,0,,,,,,,,,,
20160331:2056,0,0,0,4.47,2.4,0,,,,,,,,,,
20160331:2156,0,0,0,2.74,2.8,0,,,,,,,,,,
20160331:2256,0,0,0,2.41,2.33,0,,,,,,,,,,
20160331:2356,0,0,0,2.08,1.86,0,,,,,,,,,,
