,,,,,,,,,Total area (m^2),12000,,Avg,kW,,,
20160616:0756,222.88,401.184,34.99,12.27,0.51,0,,,,,,,,,,
20160616:0856,420.77,757.386,44.02,13.08,0.6,0,,,,,,,,,,
20160616:0956,549.09,988.362,52.21,13.88,0.69,0,,,,,,,,,,
20160616:1056,583.22,1049.796,58.54,13.86,0.66,0,,,,,,,,,,
20160616:1156,733.75,1320.75,61.49,13.85,0.63,0,,,,,,,,,,
20160616:1256,377.58,679.644,59.98,13.83,0.61,0,,,,,,,,,,
20160616:1356,483.94,871.092,54.61,14.44,0.99,0,,,,,,,,,,
20160616:1456,35.47,63.846,46.9,15.06,1.38,0,,,,,,,,,,
20160616:1556,443.33,797.994,38.07,15.67,1.77,0,,,,,,,,,,
20160616:1656,64.26,115.668,28.84,15.37,2.07,0,,,,,,,,,,
20160616:1756,113.76,204.768,19.65,15.08,2.37,0,,,,,,,,,,
20160616:1856,52.21,93.978,10.87,14.78,2.68,0,,,,,,,,,,
20160616:1956,3.68,6.624,2.83,14.01,2.5,0,,,,,,,,,,
20160616:2056,0,0,0,13.24,2.32,0,,,,,,,,,,
20160616:2156,0,0,0,12.46,2.14,0,,,,,,,,,,
20160616:2256,0,0,0,12.16,2.19,0,,,,,,,,,,
20160616:2356,0,0,0,11.85,2.24,0,,,,,,,,,,
20160617:0056,0,0,0,11.55,2.29,0,,,,,,,,,,
20160617:0156,0,0,0,11.57,2.57,0,,,,,,,,,,
20160617:0256,0,0,0,11.6,2.85,0,,,,,,,,,,
20160617:0356,0,0,0,11.62,3.13,0,,,,,,,,,,
20160617:0456,31.63,56.934,8.07,11.66,3.31,0,,,,,,,,,,
20160617:0556,38.25,68.85,16.64,11.69,3.48,0,,,,,,,,,,
20160617:0656,61.99,111.582,25.72,11.73,3.66,0,,,,,,,,,,
20160617:0756,165.69,298.242,34.99,12.28,3.69,0,,,,,,,,,,
20160617:0856,203.02,365.436,44.02,12.84,3.73,0,,,,,,,,,,
20160617:0956,317.31,571.158,52.21,13.39,3.77,0,,,,,,,,,,
20160617:1056,231.87,417.366,58.55,14.11,3.6,0,,,,,,,,,,
20160617:1156,326.36,587.448,61.52,14.82,3.43,0,,,,,,,,,,
20160617:1256,505.96,910.728,60.03,15.54,3.26,0,,,,,,,,,,
20160617:1356,572.35,1030.23,54.66,15.69,3.17,0,,,,,,,,,,
20160617:1456,608.87,1095.966,46.96,15.83,3.08,0,,,,,,,,,,
20160617:1556,532.81,959.058,38.13,15.98,2.99,0,,,,,,,,,,
20160617:1656,238.14,428.652,28.89,15.68,2.88,0,,,,,,,,,,
20160617:1756,114.68,206.424,19.71,15.38,2.76,0,,,,,,,,,,
20160617:1856,50.9,91.62,10.93,15.08,2.65,0,,,,,,,,,,
20160617:1956,12.24,22.032,2.88,14.08,2.46,0,,,,,,,,,,
20160617:2056,0,0,0,13.08,2.27,0,,,,,,,,,,
20160617:2156,0,0,0,12.07,2.08,0,,,,,,,,,,
20160617:2256,0,0,0,11.8,2.33,0,,,,,,,,,,
20160617:2356,0,0,0,11.52,2.58,0,,,,,,,,,,
20160618:0056,0,0,0,11.25,2.83,0,,,,,,,,,,
20160618:0156,0,0,0,11.15,3.11,0,,,,,,,,,,
20160618:0256,0,0,0,11.04,3.4,0,,,,,,,,,,
20160618:0356,0,0,0,10.94,3.68,0,,,,,,,,,,
20160618:0456,40.91,73.638,8.06,11.25,3.89,0,,,,,,,,,,
20160618:0556,104.93,188.874,16.63,11.55,4.11,0,,,,,,,,,,
20160618:0656,196.74,354.132,25.71,11.86,4.32,0,,,,,,,,,,
20160618:0756,240.37,432.666,34.97,12.6,4.53,0,,,,,,,,,,
20160618:0856,186.22,335.196,44.01,13.35,4.75,0,,,,,,,,,,
20160618:0956,156.77,282.186,52.21,14.09,4.97,0,,,,,,,,,,
20160618:1056,175.46,315.828,58.55,14.55,4.84,0,,,,,,,,,,
20160618:1156,255.34,459.612,61.54,15.02,4.71,0,,,,,,,,,,
20160618:1256,230.83,415.494,60.06,15.48,4.58,0,,,,,,,,,,
20160618:1356,236.76,426.168,54.7,15.88,4.32,0,,,,,,,,,,
20160618:1456,66.86,120.348,47.01,16.29,4.06,0,,,,,,,,,,
20160618:1556,194.34,349.812,38.18,16.69,3.79,0,,,,,,,,,,
20160618:1656,255.15,459.27,28.94,16.76,3.62,0,,,,,,,,,,
20160618:1756,138.36,249.048,19.76,16.83,3.45,0,,,,,,,,,,
20160618:1856,44.89,80.802,10.98,16.89,3.28,0,,,,,,,,,,
20160618:1956,13.89,25.002,2.93,15.63,3.14,0,,,,,,,,,,
20160618:2056,0,0,0,14.37,3,0,,,,,,,,,,
20160618:2156,0,0,0,13.11,2.86,0,,,,,,,,,,
20160618:2256,0,0,0,12.37,2.65,0,,,,,,,,,,
20160618:2356,0,0,0,11.63,2.45,0,,,,,,,,,,
20160619:0056,0,0,0,10.89,2.25,0,,,,,,,,,,
20160619:0156,0,0,0,10.65,2.15,0,,,,,,,,,,
20160619:0256,0,0,0,10.4,2.06,0,,,,,,,,,,
20160619:0356,0,0,0,10.16,1.96,0,,,,,,,,,,
20160619:0456,42.26,76.068,8.05,10.57,2.29,0,,,,,,,,,,
20160619:0556,123.75,222.75,16.61,10.98,2.61,0,,,,,,,,,,
20160619:0656,144.69,260.442,25.69,11.39,2.94,0,,,,,,,,,,
20160619:0756,355.22,639.396,34.95,12.88,3.3,0,,,,,,,,,,
20160619:0856,470.22,846.396,43.99,14.37,3.66,0,,,,,,,,,,
20160619:0956,473.35,852.03,52.2,15.86,4.03,0,,,,,,,,,,
20160619:1056,254.13,457.434,58.55,16.56,4.33,0,,,,,,,,,,
20160619:1156,349.53,629.154,61.56,17.25,4.63,0,,,,,,,,,,
20160619:1256,335.02,603.036,60.09,17.95,4.94,0,,,,,,,,,,
20160619:1356,245.9,442.62,54.74,17.82,5.52,0,,,,,,,,,,
20160619:1456,267.88,482.184,47.05,17.69,6.1,0,,,,,,,,,,
20160619:1556,262.31,472.158,38.23,17.56,6.68,0,,,,,,,,,,
20160619:1656,111.7,201.06,28.99,16.76,6.52,0,,,,,,,,,,
20160619:1756,60.4,108.72,19.81,15.96,6.37,0,,,,,,,,,,
20160619:1856,25.41,45.738,11.02,15.16,6.22,0,,,,,,,,,,
20160619:1956,11.9,21.42,2.97,14.82,6.55,0,,,,,,,,,,
20160619:2056,0,0,0,14.48,6.88,0,,,,,,,,,,
20160619:2156,0,0,0,14.13,7.21,0,,,,,,,,,,
20160619:2256,0,0,0,14.06,7.4,0,,,,,,,,,,
20160619:2356,0,0,0,13.99,7.58,0,,,,,,,,,,
20160620:0056,0,0,0,13.92,7.77,0,,,,,,,,,,
20160620:0156,0,0,0,13.84,7.49,0,,,,,,,,,,
20160620:0256,0,0,0,13.75,7.2,0,,,,,,,,,,
20160620:0356,0,0,0,13.67,6.92,0,,,,,,,,,,
20160620:0456,39.04,70.272,8.03,13.67,6.56,0,,,,,,,,,,
20160620:0556,33.43,60.174,16.59,13.68,6.19,0,,,,,,,,,,
20160620:0656,35.52,63.936,25.67,13.68,5.82,0,,,,,,,,,,
20160620:0756,65.9,118.62,34.93,13.72,5.47,0,,,,,,,,,,
20160620:0856,200.55,360.99,43.97,13.75,5.12,0,,,,,,,,,,
20160620:0956,286.34,515.412,52.18,13.79,4.77,0,,,,,,,,,,
20160620:1056,267.71,481.878,58.55,14.05,4.6,0,,,,,,,,,,
20160620:1156,396.18,713.124,61.57,14.3,4.42,0,,,,,,,,,,
20160620:1256,839.75,1511.55,60.12,14.56,4.25,0,,,,,,,,,,
20160620:1356,602.85,1085.13,54.78,16.01,5.25,0,,,,,,,,,,
20160620:1456,629.74,1133.532,47.09,17.46,6.25,0,,,,,,,,,,
20160620:1556,533.95,961.11,38.27,18.91,7.26,0,,,,,,,,,,
20160620:1656,319.62,575.316,29.03,18.75,6.54,0,,,,,,,,,,
20160620:1756,111.79,201.222,19.85,18.6,5.83,0,,,,,,,,,,
20160620:1856,49.16,88.488,11.06,18.44,5.12,0,,,,,,,,,,
20160620:1956,13.25,23.85,3.01,17.26,4.17,0,,,,,,,,,,
20160620:2056,0,0,0,16.08,3.21,0,,,,,,,,,,
20160620:2156,0,0,0,14.89,2.26,0,,,,,,,,,,
20160620:2256,0,0,0,14.31,2.17,0,,,,,,,,,,
20160620:2356,0,0,0,13.74,2.09,0,,,,,,,,,,
20160621:0056,0,0,0,13.16,2,0,,,,,,,,,,
20160621:0156,0,0,0,13.12,2.17,0,,,,,,,,,,
20160621:0256,0,0,0,13.08,2.34,0,,,,,,,,,,
20160621:0356,0,0,0,13.04,2.51,0,,,,,,,,,,
20160621:0456,45.48,81.864,8.01,13.22,2.8,0,,,,,,,,,,
20160621:0556,111.24,200.232,16.56,13.4,3.08,0,,,,,,,,,,
20160621:0656,263.52,474.336,25.64,13.58,3.37,0,,,,,,,,,,
20160621:0756,449,808.2,34.9,14.54,3.74,0,,,,,,,,,,
20160621:0856,448.65,807.57,43.94,15.49,4.11,0,,,,,,,,,,
20160621:0956,208.93,376.074,52.16,16.45,4.48,0,,,,,,,,,,
20160621:1056,339.96,611.928,58.54,17.14,4.67,0,,,,,,,,,,
20160621:1156,373.73,672.714,61.57,17.83,4.86,0,,,,,,,,,,
20160621:1256,452.66,814.788,60.14,18.52,5.05,0,,,,,,,,,,
20160621:1356,314.85,566.73,54.81,18.49,5.01,0,,,,,,,,,,
20160621:1456,266.41,479.538,47.12,18.45,4.97,0,,,,,,,,,,
20160621:1556,283.94,511.092,38.3,18.42,4.94,0,,,,,,,,,,
20160621:1656,161.51,290.718,29.07,18.14,4.63,0,,,,,,,,,,
20160621:1756,48.21,86.778,19.88,17.86,4.31,0,,,,,,,,,,
20160621:1856,28.16,50.688,11.1,17.57,4,0,,,,,,,,,,
20160621:1956,7.45,13.41,3.04,16.75,3.57,0,,,,,,,,,,
20160621:2056,0,0,0,15.93,3.14,0,,,,,,,,,,
20160621:2156,0,0,0,15.1,2.7,0,,,,,,,,,,
20160621:2256,0,0,0,14.38,2.62,0,,,,,,,,,,
20160621:2356,0,0,0,13.65,2.53,0,,,,,,,,,,
20160622:0056,0,0,0,12.92,2.44,0,,,,,,,,,,
20160622:0156,0,0,0,12.7,2.47,0,,,,,,,,,,
20160622:0256,0,0,0,12.48,2.5,0,,,,,,,,,,
20160622:0356,0,0,0,12.26,2.52,0,,,,,,,,,,
20160622:0456,24.26,43.668,7.98,12.78,2.86,0,,,,,,,,,,
20160622:0556,91.03,163.854,16.53,13.29,3.2,0,,,,,,,,,,
20160622:0656,92.32,166.176,25.61,13.81,3.54,0,,,,,,,,,,
20160622:0756,162.09,291.762,34.87,14.56,3.65,0,,,,,,,,,,
20160622:0856,122.84,221.112,43.91,15.3,3.75,0,,,,,,,,,,
20160622:0956,189.97,341.946,52.13,16.05,3.85,0,,,,,,,,,,
20160622:1056,151.49,272.682,58.52,16.56,4.24,0,,,,,,,,,,
20160622:1156,238.71,429.678,61.57,17.07,4.63,0,,,,,,,,,,
20160622:1256,235.58,424.044,60.15,17.58,5.02,0,,,,,,,,,,
20160622:1356,279.18,502.524,54.83,18.43,5.15,0,,,,,,,,,,
20160622:1456,205.92,370.656,47.15,19.27,5.29,0,,,,,,,,,,
20160622:1556,204.69,368.442,38.33,20.12,5.42,0,,,,,,,,,,
20160622:1656,311.47,560.646,29.1,20.11,4.91,0,,,,,,,,,,
20160622:1756,138.06,248.508,19.91,20.11,4.41,0,,,,,,,,,,
20160622:1856,48.4,87.12,11.12,20.1,3.9,0,,,,,,,,,,
20160622:1956,14.4,25.92,3.06,18.67,3.33,0,,,,,,,,,,
20160622:2056,0,0,0,17.24,2.76,0,,,,,,,,,,
20160622:2156,0,0,0,15.81,2.19,0,,,,,,,,,,
20160622:2256,0,0,0,15.3,2.08,0,,,,,,,,,,
20160622:2356,0,0,0,14.78,1.96,0,,,,,,,,,,
20160623:0056,0,0,0,14.26,1.85,0,,,,,,,,,,
20160623:0156,0,0,0,14.27,1.41,0,,,,,,,,,,
20160623:0256,0,0,0,14.29,0.97,0,,,,,,,,,,
20160623:0356,0,0,0,14.3,0.52,0,,,,,,,,,,
20160623:0456,34.68,62.424,7.94,14.5,1.3,0,,,,,,,,,,
20160623:0556,15.37,27.666,16.49,14.71,2.08,0,,,,,,,,,,
20160623:0656,122.24,220.032,25.57,14.91,2.86,0,,,,,,,,,,
20160623:0756,515.3,927.54,34.83,15.57,3.28,0,,,,,,,,,,
20160623:0856,249.65,449.37,43.87,16.22,3.7,0,,,,,,,,,,
20160623:0956,200.16,360.288,52.1,16.88,4.12,0,,,,,,,,,,
20160623:1056,257.33,463.194,58.49,17.79,4,0,,,,,,,,,,
20160623:1156,164.46,296.028,61.55,18.7,3.88,0,,,,,,,,,,
20160623:1256,191.61,344.898,60.15,19.61,3.75,0,,,,,,,,,,
20160623:1356,212.4,382.32,54.85,20.01,3.55,0,,,,,,,,,,
20160623:1456,136.85,246.33,47.18,20.42,3.36,0,,,,,,,,,,
20160623:1556,86.96,156.528,38.36,20.82,3.16,0,,,,,,,,,,
20160623:1656,18.92,34.056,29.13,20.56,3.11,0,,,,,,,,,,
20160623:1756,43.34,78.012,19.94,20.3,3.06,0,,,,,,,,,,
20160623:1856,46.11,82.998,11.15,20.04,3.01,0,,,,,,,,,,
20160623:1956,14.1,25.38,3.08,18.84,3.15,0,,,,,,,,,,
20160623:2056,0,0,0,17.63,3.3,0,,,,,,,,,,
20160623:2156,0,0,0,16.42,3.45,0,,,,,,,,,,
20160623:2256,0,0,0,15.68,3.48,0,,,,,,,,,,
20160623:2356,0,0,0,14.93,3.51,0,,,,,,,,,,
20160624:0056,0,0,0,14.19,3.54,0,,,,,,,,,,
20160624:0156,0,0,0,13.31,3.44,0,,,,,,,,,,
20160624:0256,0,0,0,12.43,3.33,0,,,,,,,,,,
20160624:0356,0,0,0,11.55,3.23,0,,,,,,,,,,
20160624:0456,37.43,67.374,7.9,12,3.88,0,,,,,,,,,,
20160624:0556,115.54,207.972,16.45,12.46,4.53,0,,,,,,,,,,
20160624:0656,314.65,566.37,25.52,12.91,5.19,0,,,,,,,,,,
20160624:0756,536.27,965.286,34.78,14.13,5.52,0,,,,,,,,,,
20160624:0856,603.82,1086.876,43.83,15.34,5.85,0,,,,,,,,,,
20160624:0956,665.89,1198.602,52.06,16.56,6.18,0,,,,,,,,,,
20160624:1056,537.16,966.888,58.46,17.06,6.49,0,,,,,,,,,,
20160624:1156,565.18,1017.324,61.53,17.55,6.8,0,,,,,,,,,,
20160624:1256,312.5,562.5,60.15,18.05,7.1,0,,,,,,,,,,
20160624:1356,664.55,1196.19,54.86,17.57,6.98,0,,,,,,,,,,
20160624:1456,322.48,580.464,47.19,17.08,6.86,0,,,,,,,,,,
20160624:1556,302.7,544.86,38.38,16.6,6.73,0,,,,,,,,,,
20160624:1656,141.88,255.384,29.15,16.28,6.3,0,,,,,,,,,,
20160624:1756,132.8,239.04,19.96,15.96,5.87,0,,,,,,,,,,
20160624:1856,66.06,118.908,11.16,15.63,5.43,0,,,,,,,,,,
20160624:1956,10.04,18.072,3.1,14.71,4.52,0,,,,,,,,,,
20160624:2056,0,0,0,13.79,3.61,0,,,,,,,,,,
20160624:2156,0,0,0,12.86,2.7,0,,,,,,,,,,
20160624:2256,0,0,0,12.18,2.64,0,,,,,,,,,,
20160624:2356,0,0,0,11.49,2.58,0,,,,,,,,,,
20160625:0056,0,0,0,10.8,2.52,0,,,,,,,,,,
20160625:0156,0,0,0,10.48,2.44,0,,,,,,,,,,
20160625:0256,0,0,0,10.16,2.35,0,,,,,,,,,,
20160625:0356,0,0,0,9.84,2.26,0,,,,,,,,,,
20160625:0456,35.02,63.036,7.85,10.4,2.68,0,,,,,,,,,,
20160625:0556,87.19,156.942,16.4,10.95,3.1,0,,,,,,,,,,
20160625:0656,150.63,271.134,25.47,11.51,3.52,0,,,,,,,,,,
20160625:0756,385.64,694.152,34.74,12.37,3.4,0,,,,,,,,,,
20160625:0856,696.54,1253.772,43.78,13.24,3.29,0,,,,,,,,,,
20160625:0956,194.29,349.722,52.01,14.1,3.17,0,,,,,,,,,,
20160625:1056,478.39,861.102,58.42,14.4,3.34,0,,,,,,,,,,
20160625:1156,237.45,427.41,61.51,14.7,3.5,0,,,,,,,,,,
20160625:1256,163.73,294.714,60.14,15,3.67,0,,,,,,,,,,
20160625:1356,245.84,442.512,54.86,15.19,3.94,0,,,,,,,,,,
20160625:1456,223.81,402.858,47.2,15.37,4.22,0,,,,,,,,,,
20160625:1556,236.01,424.818,38.39,15.56,4.5,0,,,,,,,,,,
20160625:1656,68.08,122.544,29.16,15.24,4.52,0,,,,,,,,,,
20160625:1756,134.83,242.694,19.97,14.93,4.54,0,,,,,,,,,,
20160625:1856,59.58,107.244,11.18,14.61,4.57,0,,,,,,,,,,
20160625:1956,0,0,0,13.94,4.25,0,,,,,,,,,,
20160625:2056,0,0,0,13.27,3.93,0,,,,,,,,,,
20160625:2156,0,0,0,12.59,3.61,0,,,,,,,,,,
20160625:2256,0,0,0,12.28,3.71,0,,,,,,,,,,
20160625:2356,0,0,0,11.98,3.8,0,,,,,,,,,,
20160626:0056,0,0,0,11.67,3.89,0,,,,,,,,,,
20160626:0156,0,0,0,11.38,3.96,0,,,,,,,,,,
20160626:0256,0,0,0,11.08,4.03,0,,,,,,,,,,
20160626:0356,0,0,0,10.79,4.1,0,,,,,,,,,,
20160626:0456,43.07,77.526,7.8,11.15,4.6,0,,,,,,,,,,
20160626:0556,113.86,204.948,16.35,11.52,5.11,0,,,,,,,,,,
20160626:0656,311.83,561.294,25.42,11.88,5.61,0,,,,,,,,,,
20160626:0756,228.21,410.778,34.68,12.71,5.71,0,,,,,,,,,,
20160626:0856,283.59,510.462,43.73,13.55,5.82,0,,,,,,,,,,
20160626:0956,226.75,408.15,51.96,14.38,5.92,0,,,,,,,,,,
20160626:1056,694.51,1250.118,58.38,15.27,6.06,0,,,,,,,,,,
20160626:1156,621.64,1118.952,61.48,16.16,6.19,0,,,,,,,,,,
20160626:1256,595.22,1071.396,60.12,17.05,6.33,0,,,,,,,,,,
20160626:1356,254.46,458.028,54.86,17.22,6.17,0,,,,,,,,,,
20160626:1456,231.42,416.556,47.21,17.4,6,0,,,,,,,,,,
20160626:1556,195.72,352.296,38.4,17.57,5.83,0,,,,,,,,,,
20160626:1656,154.15,277.47,29.17,16.91,6.04,0,,,,,,,,,,
20160626:1756,21.83,39.294,19.98,16.25,6.24,0,,,,,,,,,,
20160626:1856,49.25,88.65,11.18,15.59,6.44,0,,,,,,,,,,
20160626:1956,14.19,25.542,3.1,15.22,6.19,0,,,,,,,,,,
20160626:2056,0,0,0,14.85,5.94,0,,,,,,,,,,
20160626:2156,0,0,0,14.48,5.68,0,,,,,,,,,,
20160626:2256,0,0,0,14.5,5.66,0,,,,,,,,,,
20160626:2356,0,0,0,14.52,5.65,0,,,,,,,,,,
20160627:0056,0,0,0,14.54,5.63,0,,,,,,,,,,
20160627:0156,0,0,0,14.57,5.46,0,,,,,,,,,,
20160627:0256,0,0,0,14.59,5.3,0,,,,,,,,,,
20160627:0356,0,0,0,14.62,5.13,0,,,,,,,,,,
20160627:0456,37.14,66.852,7.74,14.49,5.09,0,,,,,,,,,,
20160627:0556,69.97,125.946,16.29,14.35,5.05,0,,,,,,,,,,
20160627:0656,217.7,391.86,25.36,14.22,5.01,0,,,,,,,,,,
20160627:0756,325.9,586.62,34.62,14.4,5.09,0,,,,,,,,,,
20160627:0856,509.9,917.82,43.67,14.58,5.18,0,,,,,,,,,,
20160627:0956,620.71,1117.278,51.91,14.76,5.27,0,,,,,,,,,,
20160627:1056,772.99,1391.382,58.33,14.89,5.23,0,,,,,,,,,,
20160627:1156,723.59,1302.462,61.44,15.01,5.2,0,,,,,,,,,,
20160627:1256,755.99,1360.782,60.1,15.14,5.16,0,,,,,,,,,,
20160627:1356,906.21,1631.178,54.85,16,5.41,0,,,,,,,,,,
20160627:1456,654.04,1177.272,47.21,16.85,5.66,0,,,,,,,,,,
20160627:1556,481.73,867.114,38.41,17.71,5.92,0,,,,,,,,,,
20160627:1656,180.14,324.252,29.18,17.24,5.53,0,,,,,,,,,,
20160627:1756,69.9,125.82,19.99,16.77,5.14,0,,,,,,,,,,
20160627:1856,58.31,104.958,11.18,16.3,4.76,0,,,,,,,,,,
20160627:1956,14.65,26.37,3.1,15.46,3.86,0,,,,,,,,,,
20160627:2056,0,0,0,14.61,2.96,0,,,,,,,,,,
20160627:2156,0,0,0,13.76,2.06,0,,,,,,,,,,
20160627:2256,0,0,0,13.39,1.97,0,,,,,,,,,,
20160627:2356,0,0,0,13.01,1.88,0,,,,,,,,,,
20160628:0056,0,0,0,12.64,1.79,0,,,,,,,,,,
20160628:0156,0,0,0,11.34,1.94,0,,,,,,,,,,
20160628:0256,0,0,0,10.04,2.09,0,,,,,,,,,,
20160628:0356,0,0,0,8.74,2.23,0,,,,,,,,,,
20160628:0456,36.71,66.078,7.68,9.51,2.09,0,,,,,,,,,,
20160628:0556,107.55,193.59,16.23,10.28,1.95,0,,,,,,,,,,
20160628:0656,306.62,551.916,25.3,11.05,1.81,0,,,,,,,,,,
20160628:0756,428.58,771.444,34.56,12.54,2.51,0,,,,,,,,,,
20160628:0856,460.09,828.162,43.61,14.03,3.21,0,,,,,,,,,,
20160628:0956,547.97,986.346,51.84,15.52,3.92,0,,,,,,,,,,
20160628:1056,680.09,1224.162,58.27,15.98,4.38,0,,,,,,,,,,
20160628:1156,533.69,960.642,61.39,16.43,4.85,0,,,,,,,,,,
20160628:1256,384.48,692.064,60.07,16.89,5.31,0,,,,,,,,,,
20160628:1356,91.14,164.052,54.83,16.46,5.54,0,,,,,,,,,,
20160628:1456,79.77,143.586,47.2,16.02,5.77,0,,,,,,,,,,
20160628:1556,65.81,118.458,38.41,15.59,6,0,,,,,,,,,,
20160628:1656,93.6,168.48,29.18,14.69,5.94,0,,,,,,,,,,
20160628:1756,78.69,141.642,19.98,13.79,5.88,0,,,,,,,,,,
20160628:1856,49.29,88.722,11.18,12.89,5.82,0,,,,,,,,,,
20160628:1956,10.04,18.072,3.09,12.79,5.71,0,,,,,,,,,,
20160628:2056,0,0,0,12.69,5.59,0,,,,,,,,,,
20160628:2156,0,0,0,12.58,5.48,0,,,,,,,,,,
20160628:2256,0,0,0,12.41,5.58,0,,,,,,,,,,
20160628:2356,0,0,0,12.24,5.69,0,,,,,,,,,,
20160629:0056,0,0,0,12.07,5.79,0,,,,,,,,,,
20160629:0156,0,0,0,11.63,5.44,0,,,,,,,,,,
20160629:0256,0,0,0,11.2,5.09,0,,,,,,,,,,
20160629:0356,0,0,0,10.76,4.74,0,,,,,,,,,,
20160629:0456,36.08,64.944,7.62,11.1,5.02,0,,,,,,,,,,
20160629:0556,117.94,212.292,16.16,11.45,5.3,0,,,,,,,,,,
20160629:0656,151.59,272.862,25.23,11.79,5.57,0,,,,,,,,,,
20160629:0756,223.37,402.066,34.49,12.55,6.57,0,,,,,,,,,,
20160629:0856,94.73,170.514,43.54,13.3,7.57,0,,,,,,,,,,
20160629:0956,67.26,121.068,51.78,14.06,8.57,0,,,,,,,,,,
20160629:1056,275.19,495.342,58.21,13.62,9.03,0,,,,,,,,,,
20160629:1156,108.83,195.894,61.34,13.18,9.49,0,,,,,,,,,,
20160629:1256,105.15,189.27,60.03,12.74,9.96,0,,,,,,,,,,
20160629:1356,215,387,54.81,12.74,9.57,0,,,,,,,,,,
20160629:1456,125.93,226.674,47.19,12.75,9.19,0,,,,,,,,,,
20160629:1556,160.64,289.152,38.4,12.75,8.8,0,,,,,,,,,,
20160629:1656,123.36,222.048,29.17,12.96,8.57,0,,,,,,,,,,
20160629:1756,128.51,231.318,19.98,13.17,8.33,0,,,,,,,,,,
20160629:1856,7.54,13.572,11.17,13.38,8.1,0,,,,,,,,,,
20160629:1956,1.27,2.286,3.07,13.15,7.13,0,,,,,,,,,,
20160629:2056,0,0,0,12.91,6.17,0,,,,,,,,,,
20160629:2156,0,0,0,12.67,5.2,0,,,,,,,,,,
20160629:2256,0,0,0,12.62,4.93,0,,,,,,,,,,
20160629:2356,0,0,0,12.57,4.67,0,,,,,,,,,,
20160630:0056,0,0,0,12.52,4.4,0,,,,,,,,,,
20160630:0156,0,0,0,12.37,3.98,0,,,,,,,,,,
20160630:0256,0,0,0,12.23,3.55,0,,,,,,,,,,
20160630:0356,0,0,0,12.08,3.13,0,,,,,,,,,,
20160630:0456,41.97,75.546,7.54,12.18,3.14,0,,,,,,,,,,
20160630:0556,40.61,73.098,16.09,12.27,3.15,0,,,,,,,,,,
20160630:0656,197.49,355.482,25.16,12.37,3.16,0,,,,,,,,,,
20160630:0756,315.5,567.9,34.42,13.31,3.37,0,,,,,,,,,,
20160630:0856,440.21,792.378,43.47,14.26,3.58,0,,,,,,,,,,
20160630:0956,449.78,809.604,51.71,15.2,3.79,0,,,,,,,,,,
20160630:1056,245.39,441.702,58.14,15.95,4.12,0,,,,,,,,,,
20160630:1156,334.65,602.37,61.28,16.69,4.45,0,,,,,,,,,,
20160630:1256,607.52,1093.536,59.99,17.44,4.77,0,,,,,,,,,,
20160630:1356,431.95,777.51,54.79,17.75,5.28,0,,,,,,,,,,
20160630:1456,100.74,181.332,47.18,18.07,5.79,0,,,,,,,,,,
20160630:1556,124.57,224.226,38.39,18.38,6.3,0,,,,,,,,,,
20160630:1656,239.35,430.83,29.16,17.82,6.55,0,,,,,,,,,,
20160630:1756,65.67,118.206,19.96,17.26,6.8,0,,,,,,,,,,
20160630:1856,4.66,8.388,11.15,16.7,7.05,0,,,,,,,,,,
20160630:1956,13.85,24.93,3.05,15.97,6.94,0,,,,,,,,,,
20160630:2056,0,0,0,15.24,6.83,0,,,,,,,,,,
20160630:2156,0,0,0,14.51,6.72,0,,,,,,,,,,
20160630:2256,0,0,0,14.35,6.78,0,,,,,,,,,,
20160630:2356,0,0,0,14.18,6.85,0,,,,,,,,,,
