,,,,,,,,,Total area (m^2),12000,,Avg,kW,,,
20160816:0956,798.56,1437.408,43.52,17.53,4.1,0,,,,,,,,,,
20160816:1056,953.63,1716.534,49.22,18.86,3.96,0,,,,,,,,,,
20160816:1156,864.66,1556.388,51.91,20.18,3.82,0,,,,,,,,,,
20160816:1256,873.18,1571.724,50.89,21.51,3.68,0,,,,,,,,,,
20160816:1356,755.84,1360.512,46.45,21.88,3.68,0,,,,,,,,,,
20160816:1456,632.78,1139.004,39.57,22.26,3.68,0,,,,,,,,,,
20160816:1556,492.86,887.148,31.23,22.64,3.68,0,,,,,,,,,,
20160816:1656,281.83,507.294,22.18,22.04,3.45,0,,,,,,,,,,
20160816:1756,77,138.6,12.92,21.45,3.21,0,,,,,,,,,,
20160816:1856,17.28,31.104,3.85,20.85,2.98,0,,,,,,,,,,
20160816:1956,0,0,0,19.14,2.94,0,,,,,,,,,,
20160816:2056,0,0,0,17.42,2.91,0,,,,,,,,,,
20160816:2156,0,0,0,15.71,2.87,0,,,,,,,,,,
20160816:2256,0,0,0,14.94,2.84,0,,,,,,,,,,
20160816:2356,0,0,0,14.18,2.8,0,,,,,,,,,,
20160817:0056,0,0,0,13.41,2.77,0,,,,,,,,,,
20160817:0156,0,0,0,12.68,2.65,0,,,,,,,,,,
20160817:0256,0,0,0,11.94,2.53,0,,,,,,,,,,
20160817:0356,0,0,0,11.21,2.41,0,,,,,,,,,,
20160817:0456,0,0,0,11.29,2.69,0,,,,,,,,,,
20160817:0556,57.49,103.482,8.49,11.38,2.97,0,,,,,,,,,,
20160817:0656,140.36,252.648,17.71,11.46,3.26,0,,,,,,,,,,
20160817:0756,375.71,676.278,26.91,13.49,3.29,0,,,,,,,,,,
20160817:0856,704.47,1268.046,35.64,15.52,3.33,0,,,,,,,,,,
20160817:0956,451.51,812.718,43.27,17.55,3.37,0,,,,,,,,,,
20160817:1056,989.09,1780.362,48.94,18.97,3.27,0,,,,,,,,,,
20160817:1156,1030.15,1854.27,51.6,20.39,3.18,0,,,,,,,,,,
20160817:1256,995.56,1792.008,50.57,21.81,3.09,0,,,,,,,,,,
20160817:1356,885.36,1593.648,46.14,22.46,3.15,0,,,,,,,,,,
20160817:1456,717.78,1292.004,39.27,23.11,3.21,0,,,,,,,,,,
20160817:1556,506.95,912.51,30.95,23.77,3.27,0,,,,,,,,,,
20160817:1656,277.83,500.094,21.9,23.17,2.76,0,,,,,,,,,,
20160817:1756,80.35,144.63,12.64,22.57,2.26,0,,,,,,,,,,
20160817:1856,6.31,11.358,3.57,21.96,1.75,0,,,,,,,,,,
20160817:1956,0,0,0,20.3,1.94,0,,,,,,,,,,
20160817:2056,0,0,0,18.65,2.13,0,,,,,,,,,,
20160817:2156,0,0,0,16.99,2.32,0,,,,,,,,,,
20160817:2256,0,0,0,16.51,2.18,0,,,,,,,,,,
20160817:2356,0,0,0,16.03,2.05,0,,,,,,,,,,
20160818:0056,0,0,0,15.55,1.92,0,,,,,,,,,,
20160818:0156,0,0,0,15.16,1.6,0,,,,,,,,,,
20160818:0256,0,0,0,14.77,1.28,0,,,,,,,,,,
20160818:0356,0,0,0,14.39,0.97,0,,,,,,,,,,
20160818:0456,0,0,0,14.26,1.38,0,,,,,,,,,,
20160818:0556,55.25,99.45,8.27,14.14,1.8,0,,,,,,,,,,
20160818:0656,70.83,127.494,17.5,14.01,2.22,0,,,,,,,,,,
20160818:0756,152.64,274.752,26.69,15.38,2.21,0,,,,,,,,,,
20160818:0856,142.94,257.292,35.4,16.75,2.2,0,,,,,,,,,,
20160818:0956,180.26,324.468,43.01,18.11,2.19,0,,,,,,,,,,
20160818:1056,565.9,1018.62,48.65,19.36,2.31,0,,,,,,,,,,
20160818:1156,735.86,1324.548,51.28,20.61,2.43,0,,,,,,,,,,
20160818:1256,969.54,1745.172,50.25,21.86,2.55,0,,,,,,,,,,
20160818:1356,868.11,1562.598,45.82,22.18,2.4,0,,,,,,,,,,
20160818:1456,702.62,1264.716,38.97,22.5,2.24,0,,,,,,,,,,
20160818:1556,190.85,343.53,30.66,22.83,2.08,0,,,,,,,,,,
20160818:1656,173.64,312.552,21.62,22.4,1.96,0,,,,,,,,,,
20160818:1756,58.53,105.354,12.36,21.97,1.84,0,,,,,,,,,,
20160818:1856,13.89,25.002,3.28,21.54,1.72,0,,,,,,,,,,
20160818:1956,0,0,0,20.06,1.82,0,,,,,,,,,,
20160818:2056,0,0,0,18.57,1.91,0,,,,,,,,,,
20160818:2156,0,0,0,17.09,2,0,,,,,,,,,,
20160818:2256,0,0,0,16.62,1.94,0,,,,,,,,,,
20160818:2356,0,0,0,16.16,1.89,0,,,,,,,,,,
20160819:0056,0,0,0,15.7,1.83,0,,,,,,,,,,
20160819:0156,0,0,0,15.8,2.4,0,,,,,,,,,,
20160819:0256,0,0,0,15.9,2.97,0,,,,,,,,,,
20160819:0356,0,0,0,16.01,3.53,0,,,,,,,,,,
20160819:0456,0,0,0,15.97,3.62,0,,,,,,,,,,
20160819:0556,36.97,66.546,8.06,15.93,3.71,0,,,,,,,,,,
20160819:0656,9.14,16.452,17.29,15.89,3.81,0,,,,,,,,,,
20160819:0756,31.93,57.474,26.48,16.05,4.03,0,,,,,,,,,,
20160819:0856,73.63,132.534,35.17,16.21,4.25,0,,,,,,,,,,
20160819:0956,142.81,257.058,42.75,16.36,4.47,0,,,,,,,,,,
20160819:1056,198.44,357.192,48.36,16.33,5.09,0,,,,,,,,,,
20160819:1156,238.4,429.12,50.96,16.3,5.71,0,,,,,,,,,,
20160819:1256,151.99,273.582,49.92,16.27,6.33,0,,,,,,,,,,
20160819:1356,132.62,238.716,45.51,16.5,6.82,0,,,,,,,,,,
20160819:1456,138.71,249.678,38.67,16.73,7.31,0,,,,,,,,,,
20160819:1556,327.69,589.842,30.37,16.97,7.81,0,,,,,,,,,,
20160819:1656,176.07,316.926,21.33,17.07,7.39,0,,,,,,,,,,
20160819:1756,70.65,127.17,12.07,17.18,6.97,0,,,,,,,,,,
20160819:1856,12.49,22.482,2.99,17.28,6.55,0,,,,,,,,,,
20160819:1956,0,0,0,16.47,6.5,0,,,,,,,,,,
20160819:2056,0,0,0,15.66,6.44,0,,,,,,,,,,
20160819:2156,0,0,0,14.86,6.39,0,,,,,,,,,,
20160819:2256,0,0,0,14.7,6.63,0,,,,,,,,,,
20160819:2356,0,0,0,14.54,6.86,0,,,,,,,,,,
20160820:0056,0,0,0,14.38,7.1,0,,,,,,,,,,
20160820:0156,0,0,0,14.36,7.25,0,,,,,,,,,,
20160820:0256,0,0,0,14.33,7.39,0,,,,,,,,,,
20160820:0356,0,0,0,14.31,7.53,0,,,,,,,,,,
20160820:0456,0,0,0,14.26,7.94,0,,,,,,,,,,
20160820:0556,3.41,6.138,7.84,14.22,8.34,0,,,,,,,,,,
20160820:0656,52.3,94.14,17.07,14.18,8.74,0,,,,,,,,,,
20160820:0756,254.78,458.604,26.25,14.45,8.97,0,,,,,,,,,,
20160820:0856,415.74,748.332,34.93,14.72,9.2,0,,,,,,,,,,
20160820:0956,270.55,486.99,42.49,14.99,9.42,0,,,,,,,,,,
20160820:1056,264.08,475.344,48.06,15.41,9.53,0,,,,,,,,,,
20160820:1156,133.17,239.706,50.64,15.82,9.63,0,,,,,,,,,,
20160820:1256,124.71,224.478,49.59,16.24,9.74,0,,,,,,,,,,
20160820:1356,261.75,471.15,45.18,16.36,9.9,0,,,,,,,,,,
20160820:1456,311.01,559.818,38.36,16.48,10.07,0,,,,,,,,,,
20160820:1556,312.32,562.176,30.07,16.61,10.23,0,,,,,,,,,,
20160820:1656,50.44,90.792,21.04,15.92,9.83,0,,,,,,,,,,
20160820:1756,50.04,90.072,11.78,15.23,9.42,0,,,,,,,,,,
20160820:1856,10.76,19.368,2.69,14.53,9.01,0,,,,,,,,,,
20160820:1956,0,0,0,14.37,8.74,0,,,,,,,,,,
20160820:2056,0,0,0,14.2,8.46,0,,,,,,,,,,
20160820:2156,0,0,0,14.04,8.19,0,,,,,,,,,,
20160820:2256,0,0,0,14.11,8.28,0,,,,,,,,,,
20160820:2356,0,0,0,14.18,8.37,0,,,,,,,,,,
20160821:0056,0,0,0,14.25,8.46,0,,,,,,,,,,
20160821:0156,0,0,0,14.18,8.5,0,,,,,,,,,,
20160821:0256,0,0,0,14.1,8.55,0,,,,,,,,,,
20160821:0356,0,0,0,14.03,8.59,0,,,,,,,,,,
20160821:0456,0,0,0,13.89,8.21,0,,,,,,,,,,
20160821:0556,12.1,21.78,7.62,13.76,7.82,0,,,,,,,,,,
20160821:0656,119.77,215.586,16.86,13.62,7.43,0,,,,,,,,,,
20160821:0756,168.31,302.958,26.03,14.07,7.67,0,,,,,,,,,,
20160821:0856,389.06,700.308,34.69,14.52,7.91,0,,,,,,,,,,
20160821:0956,862.16,1551.888,42.22,14.96,8.15,0,,,,,,,,,,
20160821:1056,329.81,593.658,47.76,15.94,8.19,0,,,,,,,,,,
20160821:1156,625.83,1126.494,50.31,16.91,8.23,0,,,,,,,,,,
20160821:1256,979.4,1762.92,49.25,17.89,8.26,0,,,,,,,,,,
20160821:1356,504.33,907.794,44.85,18.31,8.01,0,,,,,,,,,,
20160821:1456,393.65,708.57,38.04,18.73,7.77,0,,,,,,,,,,
20160821:1556,107.24,193.032,29.77,19.15,7.52,0,,,,,,,,,,
20160821:1656,78.91,142.038,20.75,18.23,7.25,0,,,,,,,,,,
20160821:1756,15.92,28.656,11.49,17.31,6.98,0,,,,,,,,,,
20160821:1856,6.9,12.42,2.39,16.38,6.72,0,,,,,,,,,,
20160821:1956,0,0,0,16.14,6.84,0,,,,,,,,,,
20160821:2056,0,0,0,15.9,6.96,0,,,,,,,,,,
20160821:2156,0,0,0,15.66,7.08,0,,,,,,,,,,
20160821:2256,0,0,0,15.72,7,0,,,,,,,,,,
20160821:2356,0,0,0,15.79,6.92,0,,,,,,,,,,
20160822:0056,0,0,0,15.85,6.84,0,,,,,,,,,,
20160822:0156,0,0,0,15.82,6.78,0,,,,,,,,,,
20160822:0256,0,0,0,15.79,6.71,0,,,,,,,,,,
20160822:0356,0,0,0,15.77,6.65,0,,,,,,,,,,
20160822:0456,0,0,0,15.63,6.48,0,,,,,,,,,,
20160822:0556,48.82,87.876,7.4,15.49,6.32,0,,,,,,,,,,
20160822:0656,133.03,239.454,16.64,15.35,6.15,0,,,,,,,,,,
20160822:0756,379.11,682.398,25.81,15.72,6.37,0,,,,,,,,,,
20160822:0856,320.08,576.144,34.45,16.09,6.59,0,,,,,,,,,,
20160822:0956,285.21,513.378,41.96,16.45,6.81,0,,,,,,,,,,
20160822:1056,284.73,512.514,47.46,17.35,7.34,0,,,,,,,,,,
20160822:1156,331.46,596.628,49.98,18.24,7.86,0,,,,,,,,,,
20160822:1256,235.88,424.584,48.91,19.14,8.39,0,,,,,,,,,,
20160822:1356,196.3,353.34,44.52,19.93,8.17,0,,,,,,,,,,
20160822:1456,324.14,583.452,37.73,20.72,7.96,0,,,,,,,,,,
20160822:1556,91.78,165.204,29.46,21.51,7.75,0,,,,,,,,,,
20160822:1656,95.29,171.522,20.45,21.01,6.89,0,,,,,,,,,,
20160822:1756,54.74,98.532,11.19,20.52,6.03,0,,,,,,,,,,
20160822:1856,6.86,12.348,2.09,20.02,5.17,0,,,,,,,,,,
20160822:1956,0,0,0,19.05,4.29,0,,,,,,,,,,
20160822:2056,0,0,0,18.08,3.41,0,,,,,,,,,,
20160822:2156,0,0,0,17.11,2.52,0,,,,,,,,,,
20160822:2256,0,0,0,16.61,2.2,0,,,,,,,,,,
20160822:2356,0,0,0,16.12,1.88,0,,,,,,,,,,
20160823:0056,0,0,0,15.63,1.56,0,,,,,,,,,,
20160823:0156,0,0,0,15.18,1.74,0,,,,,,,,,,
20160823:0256,0,0,0,14.73,1.93,0,,,,,,,,,,
20160823:0356,0,0,0,14.28,2.11,0,,,,,,,,,,
20160823:0456,0,0,0,14.25,2.33,0,,,,,,,,,,
20160823:0556,47.98,86.364,7.17,14.22,2.55,0,,,,,,,,,,
20160823:0656,236.87,426.366,16.42,14.19,2.77,0,,,,,,,,,,
20160823:0756,449.75,809.55,25.58,16.35,3.23,0,,,,,,,,,,
20160823:0856,670.32,1206.576,34.21,18.52,3.69,0,,,,,,,,,,
20160823:0956,839.49,1511.082,41.69,20.68,4.15,0,,,,,,,,,,
20160823:1056,949.7,1709.46,47.16,22.31,4.69,0,,,,,,,,,,
20160823:1156,988.41,1779.138,49.65,23.95,5.22,0,,,,,,,,,,
20160823:1256,952.87,1715.166,48.57,25.58,5.75,0,,,,,,,,,,
20160823:1356,847.58,1525.644,44.19,25.99,5.85,0,,,,,,,,,,
20160823:1456,681.53,1226.754,37.41,26.4,5.95,0,,,,,,,,,,
20160823:1556,474.02,853.236,29.16,26.81,6.06,0,,,,,,,,,,
20160823:1656,252.31,454.158,20.15,25.97,5.31,0,,,,,,,,,,
20160823:1756,58.36,105.048,10.88,25.13,4.57,0,,,,,,,,,,
20160823:1856,0,0,0,24.29,3.83,0,,,,,,,,,,
20160823:1956,0,0,0,22.9,3.46,0,,,,,,,,,,
20160823:2056,0,0,0,21.5,3.08,0,,,,,,,,,,
20160823:2156,0,0,0,20.11,2.7,0,,,,,,,,,,
20160823:2256,0,0,0,19.27,2.61,0,,,,,,,,,,
20160823:2356,0,0,0,18.43,2.52,0,,,,,,,,,,
20160824:0056,0,0,0,17.59,2.43,0,,,,,,,,,,
20160824:0156,0,0,0,16.84,2.37,0,,,,,,,,,,
20160824:0256,0,0,0,16.09,2.31,0,,,,,,,,,,
20160824:0356,0,0,0,15.34,2.25,0,,,,,,,,,,
20160824:0456,0,0,0,15.42,2.39,0,,,,,,,,,,
20160824:0556,46.02,82.836,6.95,15.51,2.52,0,,,,,,,,,,
20160824:0656,211.98,381.564,16.2,15.59,2.66,0,,,,,,,,,,
20160824:0756,461.59,830.862,25.35,17.17,2.84,0,,,,,,,,,,
20160824:0856,673.41,1212.138,33.97,18.75,3.01,0,,,,,,,,,,
20160824:0956,843.4,1518.12,41.41,20.32,3.19,0,,,,,,,,,,
20160824:1056,953.22,1715.796,46.85,21.7,3.08,0,,,,,,,,,,
20160824:1156,991.83,1785.294,49.32,23.08,2.97,0,,,,,,,,,,
20160824:1256,955.74,1720.332,48.22,24.46,2.86,0,,,,,,,,,,
20160824:1356,842.49,1516.482,43.85,25.04,2.69,0,,,,,,,,,,
20160824:1456,676.42,1217.556,37.08,25.62,2.53,0,,,,,,,,,,
20160824:1556,253.57,456.426,28.84,26.21,2.37,0,,,,,,,,,,
20160824:1656,72.49,130.482,19.84,25.34,2.23,0,,,,,,,,,,
20160824:1756,4.5,8.1,10.58,24.47,2.08,0,,,,,,,,,,
20160824:1856,0,0,0,23.6,1.93,0,,,,,,,,,,
20160824:1956,0,0,0,22.54,2.27,0,,,,,,,,,,
20160824:2056,0,0,0,21.48,2.61,0,,,,,,,,,,
20160824:2156,0,0,0,20.42,2.95,0,,,,,,,,,,
20160824:2256,0,0,0,19.88,2.96,0,,,,,,,,,,
20160824:2356,0,0,0,19.35,2.97,0,,,,,,,,,,
20160825:0056,0,0,0,18.81,2.98,0,,,,,,,,,,
20160825:0156,0,0,0,18.37,2.6,0,,,,,,,,,,
20160825:0256,0,0,0,17.93,2.23,0,,,,,,,,,,
20160825:0356,0,0,0,17.5,1.85,0,,,,,,,,,,
20160825:0456,0,0,0,17.27,1.83,0,,,,,,,,,,
20160825:0556,17.83,32.094,6.73,17.04,1.82,0,,,,,,,,,,
20160825:0656,74.81,134.658,15.97,16.81,1.81,0,,,,,,,,,,
20160825:0756,288.07,518.526,25.13,18.16,1.69,0,,,,,,,,,,
20160825:0856,290.04,522.072,33.72,19.52,1.57,0,,,,,,,,,,
20160825:0956,342.41,616.338,41.14,20.87,1.45,0,,,,,,,,,,
20160825:1056,496.73,894.114,46.54,22.12,1.33,0,,,,,,,,,,
20160825:1156,297.27,535.086,48.98,23.36,1.21,0,,,,,,,,,,
20160825:1256,35.88,64.584,47.87,24.61,1.09,0,,,,,,,,,,
20160825:1356,31.97,57.546,43.51,24.17,1.09,0,,,,,,,,,,
20160825:1456,116.29,209.322,36.75,23.73,1.08,0,,,,,,,,,,
20160825:1556,161.12,290.016,28.52,23.3,1.08,0,,,,,,,,,,
20160825:1656,151.13,272.034,19.53,22.99,0.84,0,,,,,,,,,,
20160825:1756,60.04,108.072,10.27,22.68,0.6,0,,,,,,,,,,
20160825:1856,0,0,0,22.37,0.36,0,,,,,,,,,,
20160825:1956,0,0,0,21.38,0.86,0,,,,,,,,,,
20160825:2056,0,0,0,20.38,1.37,0,,,,,,,,,,
20160825:2156,0,0,0,19.39,1.88,0,,,,,,,,,,
20160825:2256,0,0,0,18.86,2.52,0,,,,,,,,,,
20160825:2356,0,0,0,18.34,3.16,0,,,,,,,,,,
20160826:0056,0,0,0,17.81,3.81,0,,,,,,,,,,
20160826:0156,0,0,0,16.99,3.38,0,,,,,,,,,,
20160826:0256,0,0,0,16.16,2.95,0,,,,,,,,,,
20160826:0356,0,0,0,15.34,2.52,0,,,,,,,,,,
20160826:0456,0,0,0,14.65,2.48,0,,,,,,,,,,
20160826:0556,46.53,83.754,6.5,13.97,2.43,0,,,,,,,,,,
20160826:0656,244.96,440.928,15.75,13.28,2.39,0,,,,,,,,,,
20160826:0756,484.52,872.136,24.89,14.64,2.51,0,,,,,,,,,,
20160826:0856,705.37,1269.666,33.47,16.01,2.64,0,,,,,,,,,,
20160826:0956,881.79,1587.222,40.86,17.37,2.77,0,,,,,,,,,,
20160826:1056,992.22,1785.996,46.23,18.59,3.06,0,,,,,,,,,,
20160826:1156,1031.42,1856.556,48.63,19.81,3.34,0,,,,,,,,,,
20160826:1256,993.08,1787.544,47.52,21.03,3.63,0,,,,,,,,,,
20160826:1356,878.52,1581.336,43.16,21.3,3.57,0,,,,,,,,,,
20160826:1456,704.76,1268.568,36.42,21.57,3.52,0,,,,,,,,,,
20160826:1556,487.72,877.896,28.2,21.84,3.46,0,,,,,,,,,,
20160826:1656,256.29,461.322,19.21,21.12,2.88,0,,,,,,,,,,
20160826:1756,55.13,99.234,9.95,20.4,2.29,0,,,,,,,,,,
20160826:1856,0.89,1.602,0.84,19.68,1.71,0,,,,,,,,,,
20160826:1956,0,0,0,17.86,2,0,,,,,,,,,,
20160826:2056,0,0,0,16.03,2.29,0,,,,,,,,,,
20160826:2156,0,0,0,14.21,2.58,0,,,,,,,,,,
20160826:2256,0,0,0,13.78,2.38,0,,,,,,,,,,
20160826:2356,0,0,0,13.35,2.18,0,,,,,,,,,,
20160827:0056,0,0,0,12.92,1.99,0,,,,,,,,,,
20160827:0156,0,0,0,12.74,2.11,0,,,,,,,,,,
20160827:0256,0,0,0,12.56,2.24,0,,,,,,,,,,
20160827:0356,0,0,0,12.39,2.37,0,,,,,,,,,,
20160827:0456,0,0,0,12.63,2.36,0,,,,,,,,,,
20160827:0556,14.28,25.704,6.27,12.87,2.34,0,,,,,,,,,,
20160827:0656,67.75,121.95,15.53,13.11,2.33,0,,,,,,,,,,
20160827:0756,152.62,274.716,24.66,14.65,2.64,0,,,,,,,,,,
20160827:0856,314.62,566.316,33.22,16.19,2.95,0,,,,,,,,,,
20160827:0956,329.5,593.1,40.58,17.73,3.26,0,,,,,,,,,,
20160827:1056,314.62,566.316,45.91,18.61,3.48,0,,,,,,,,,,
20160827:1156,179.55,323.19,48.29,19.5,3.7,0,,,,,,,,,,
20160827:1256,35.34,63.612,47.17,20.38,3.92,0,,,,,,,,,,
20160827:1356,31.29,56.322,42.81,21.04,4.11,0,,,,,,,,,,
20160827:1456,25.01,45.018,36.08,21.7,4.3,0,,,,,,,,,,
20160827:1556,88.05,158.49,27.88,22.37,4.5,0,,,,,,,,,,
20160827:1656,170.21,306.378,18.89,21.93,3.76,0,,,,,,,,,,
20160827:1756,50.85,91.53,9.64,21.49,3.02,0,,,,,,,,,,
20160827:1856,0,0,0,21.05,2.28,0,,,,,,,,,,
20160827:1956,0,0,0,20.24,2.56,0,,,,,,,,,,
20160827:2056,0,0,0,19.43,2.84,0,,,,,,,,,,
20160827:2156,0,0,0,18.63,3.12,0,,,,,,,,,,
20160827:2256,0,0,0,18.12,3.77,0,,,,,,,,,,
20160827:2356,0,0,0,17.61,4.41,0,,,,,,,,,,
20160828:0056,0,0,0,17.1,5.06,0,,,,,,,,,,
20160828:0156,0,0,0,16.5,4.71,0,,,,,,,,,,
20160828:0256,0,0,0,15.89,4.36,0,,,,,,,,,,
20160828:0356,0,0,0,15.29,4.01,0,,,,,,,,,,
20160828:0456,0,0,0,15.16,4.17,0,,,,,,,,,,
20160828:0556,42.54,76.572,6.05,15.04,4.34,0,,,,,,,,,,
20160828:0656,43.75,78.75,15.3,14.92,4.5,0,,,,,,,,,,
20160828:0756,117.12,210.816,24.43,15.33,4.78,0,,,,,,,,,,
20160828:0856,224.99,404.982,32.97,15.74,5.06,0,,,,,,,,,,
20160828:0956,379.44,682.992,40.3,16.14,5.34,0,,,,,,,,,,
20160828:1056,290.06,522.108,45.6,16.55,4.97,0,,,,,,,,,,
20160828:1156,855.52,1539.936,47.94,16.96,4.59,0,,,,,,,,,,
20160828:1256,668.98,1204.164,46.81,17.37,4.22,0,,,,,,,,,,
20160828:1356,702.4,1264.32,42.46,17.58,3.99,0,,,,,,,,,,
20160828:1456,477.36,859.248,35.74,17.79,3.75,0,,,,,,,,,,
20160828:1556,299.05,538.29,27.55,18.01,3.52,0,,,,,,,,,,
20160828:1656,87.21,156.978,18.57,17.81,3.2,0,,,,,,,,,,
20160828:1756,49.4,88.92,9.32,17.61,2.87,0,,,,,,,,,,
20160828:1856,0,0,0,17.41,2.55,0,,,,,,,,,,
20160828:1956,0,0,0,16.77,2.67,0,,,,,,,,,,
20160828:2056,0,0,0,16.12,2.79,0,,,,,,,,,,
20160828:2156,0,0,0,15.48,2.91,0,,,,,,,,,,
20160828:2256,0,0,0,15.15,3.04,0,,,,,,,,,,
20160828:2356,0,0,0,14.82,3.17,0,,,,,,,,,,
20160829:0056,0,0,0,14.49,3.3,0,,,,,,,,,,
20160829:0156,0,0,0,14,2.91,0,,,,,,,,,,
20160829:0256,0,0,0,13.51,2.52,0,,,,,,,,,,
20160829:0356,0,0,0,13.02,2.14,0,,,,,,,,,,
20160829:0456,0,0,0,12.74,2.16,0,,,,,,,,,,
20160829:0556,41.01,73.818,5.82,12.46,2.17,0,,,,,,,,,,
20160829:0656,86.4,155.52,15.07,12.18,2.19,0,,,,,,,,,,
20160829:0756,279.18,502.524,24.19,13.7,2.45,0,,,,,,,,,,
20160829:0856,481.43,866.574,32.71,15.23,2.7,0,,,,,,,,,,
20160829:0956,852.36,1534.248,40.01,16.75,2.95,0,,,,,,,,,,
20160829:1056,973.2,1751.76,45.28,17.78,3.09,0,,,,,,,,,,
20160829:1156,1011.08,1819.944,47.59,18.81,3.24,0,,,,,,,,,,
20160829:1256,972,1749.6,46.45,19.84,3.38,0,,,,,,,,,,
20160829:1356,855.5,1539.9,42.1,20.13,3.28,0,,,,,,,,,,
20160829:1456,682.81,1229.058,35.4,20.42,3.19,0,,,,,,,,,,
20160829:1556,468.03,842.454,27.22,20.72,3.09,0,,,,,,,,,,
20160829:1656,237.52,427.536,18.25,20.18,2.57,0,,,,,,,,,,
20160829:1756,46.95,84.51,8.99,19.65,2.06,0,,,,,,,,,,
20160829:1856,0,0,0,19.11,1.54,0,,,,,,,,,,
20160829:1956,0,0,0,17.3,2.01,0,,,,,,,,,,
20160829:2056,0,0,0,15.49,2.47,0,,,,,,,,,,
20160829:2156,0,0,0,13.68,2.94,0,,,,,,,,,,
20160829:2256,0,0,0,13.13,2.73,0,,,,,,,,,,
20160829:2356,0,0,0,12.59,2.52,0,,,,,,,,,,
20160830:0056,0,0,0,12.05,2.32,0,,,,,,,,,,
20160830:0156,0,0,0,11.74,2.22,0,,,,,,,,,,
20160830:0256,0,0,0,11.43,2.12,0,,,,,,,,,,
20160830:0356,0,0,0,11.13,2.03,0,,,,,,,,,,
20160830:0456,0,0,0,11.2,1.96,0,,,,,,,,,,
20160830:0556,34.97,62.946,5.59,11.27,1.89,0,,,,,,,,,,
20160830:0656,110.86,199.548,14.84,11.34,1.82,0,,,,,,,,,,
20160830:0756,255.1,459.18,23.96,13.27,1.87,0,,,,,,,,,,
20160830:0856,676.25,1217.25,32.46,15.2,1.91,0,,,,,,,,,,
20160830:0956,848.3,1526.94,39.73,17.12,1.96,0,,,,,,,,,,
20160830:1056,958.04,1724.472,44.95,18.65,2.44,0,,,,,,,,,,
20160830:1156,995.27,1791.486,47.24,20.17,2.92,0,,,,,,,,,,
20160830:1256,956.31,1721.358,46.08,21.7,3.41,0,,,,,,,,,,
20160830:1356,842.39,1516.302,41.74,22.05,3.53,0,,,,,,,,,,
20160830:1456,670.99,1207.782,35.05,22.41,3.66,0,,,,,,,,,,
20160830:1556,458.14,824.652,26.88,22.77,3.78,0,,,,,,,,,,
20160830:1656,233.54,420.372,17.92,21.96,3.31,0,,,,,,,,,,
20160830:1756,44.53,80.154,8.67,21.15,2.84,0,,,,,,,,,,
20160830:1856,0,0,0,20.33,2.37,0,,,,,,,,,,
20160830:1956,0,0,0,18.84,2.44,0,,,,,,,,,,
20160830:2056,0,0,0,17.35,2.5,0,,,,,,,,,,
20160830:2156,0,0,0,15.87,2.57,0,,,,,,,,,,
20160830:2256,0,0,0,15.26,2.55,0,,,,,,,,,,
20160830:2356,0,0,0,14.66,2.53,0,,,,,,,,,,
20160831:0056,0,0,0,14.05,2.51,0,,,,,,,,,,
20160831:0156,0,0,0,13.56,2.45,0,,,,,,,,,,
20160831:0256,0,0,0,13.07,2.38,0,,,,,,,,,,
20160831:0356,0,0,0,12.59,2.32,0,,,,,,,,,,
20160831:0456,0,0,0,12.66,2.52,0,,,,,,,,,,
20160831:0556,8.73,15.714,5.36,12.74,2.73,0,,,,,,,,,,
20160831:0656,174.85,314.73,14.61,12.81,2.94,0,,,,,,,,,,
20160831:0756,256.25,461.25,23.72,14.46,3.85,0,,,,,,,,,,
20160831:0856,299.38,538.884,32.2,16.11,4.76,0,,,,,,,,,,
20160831:0956,362.82,653.076,39.44,17.76,5.67,0,,,,,,,,,,
20160831:1056,945.15,1701.27,44.63,18.6,5.78,0,,,,,,,,,,
20160831:1156,206.32,371.376,46.89,19.43,5.9,0,,,,,,,,,,
20160831:1256,206.55,371.79,45.71,20.27,6.01,0,,,,,,,,,,
20160831:1356,501.24,902.232,41.38,20.47,5.89,0,,,,,,,,,,
20160831:1456,143.83,258.894,34.7,20.68,5.77,0,,,,,,,,,,
20160831:1556,228.07,410.526,26.55,20.89,5.64,0,,,,,,,,,,
20160831:1656,234,421.2,17.59,20.23,4.94,0,,,,,,,,,,
20160831:1756,42.61,76.698,8.34,19.57,4.23,0,,,,,,,,,,
20160831:1856,0,0,0,18.9,3.53,0,,,,,,,,,,
20160831:1956,0,0,0,17.72,3.28,0,,,,,,,,,,
20160831:2056,0,0,0,16.54,3.03,0,,,,,,,,,,
20160831:2156,0,0,0,15.36,2.79,0,,,,,,,,,,
20160831:2256,0,0,0,15.1,2.79,0,,,,,,,,,,
20160831:2356,0,0,0,14.84,2.79,0,,,,,,,,,,
