,,,,,,,,,Total area (m^2),12000,,Avg,kW,,,
20160513:1356,894.44,1609.992,49.78,17.22,6.86,0,,,,,,,,,,
20160513:1456,719.94,1295.892,42.34,16.82,6.72,0,,,,,,,,,,
20160513:1556,320.51,576.918,33.67,16.42,6.58,0,,,,,,,,,,
20160513:1656,101.68,183.024,24.48,15.46,6.41,0,,,,,,,,,,
20160513:1756,90.25,162.45,15.25,14.5,6.25,0,,,,,,,,,,
20160513:1856,32.23,58.014,6.35,13.55,6.08,0,,,,,,,,,,
20160513:1956,0,0,0,12.06,5.75,0,,,,,,,,,,
20160513:2056,0,0,0,10.58,5.42,0,,,,,,,,,,
20160513:2156,0,0,0,9.1,5.09,0,,,,,,,,,,
20160513:2256,0,0,0,8.33,4.9,0,,,,,,,,,,
20160513:2356,0,0,0,7.57,4.7,0,,,,,,,,,,
20160514:0056,0,0,0,6.8,4.51,0,,,,,,,,,,
20160514:0156,0,0,0,6.23,4.17,0,,,,,,,,,,
20160514:0256,0,0,0,5.65,3.83,0,,,,,,,,,,
20160514:0356,0,0,0,5.07,3.49,0,,,,,,,,,,
20160514:0456,25.92,46.656,4.87,5.23,3.78,0,,,,,,,,,,
20160514:0556,58.91,106.038,13.65,5.38,4.07,0,,,,,,,,,,
20160514:0656,216.69,390.042,22.84,5.53,4.36,0,,,,,,,,,,
20160514:0756,443.52,798.336,32.07,6.68,4.28,0,,,,,,,,,,
20160514:0856,763.35,1374.03,40.9,7.83,4.19,0,,,,,,,,,,
20160514:0956,820.27,1476.486,48.67,8.99,4.11,0,,,,,,,,,,
20160514:1056,1047.28,1885.104,54.4,10.02,4.26,0,,,,,,,,,,
20160514:1156,1078.56,1941.408,56.82,11.05,4.4,0,,,,,,,,,,
20160514:1256,1034.59,1862.262,55.18,12.08,4.55,0,,,,,,,,,,
20160514:1356,915.46,1647.828,50,12.45,4.26,0,,,,,,,,,,
20160514:1456,575.96,1036.728,42.53,12.81,3.96,0,,,,,,,,,,
20160514:1556,450.17,810.306,33.85,13.17,3.67,0,,,,,,,,,,
20160514:1656,238.12,428.616,24.66,12.95,3.54,0,,,,,,,,,,
20160514:1756,88.19,158.742,15.43,12.72,3.4,0,,,,,,,,,,
20160514:1856,38.37,69.066,6.54,12.49,3.27,0,,,,,,,,,,
20160514:1956,0,0,0,10.84,3.12,0,,,,,,,,,,
20160514:2056,0,0,0,9.19,2.97,0,,,,,,,,,,
20160514:2156,0,0,0,7.54,2.81,0,,,,,,,,,,
20160514:2256,0,0,0,6.87,2.65,0,,,,,,,,,,
20160514:2356,0,0,0,6.2,2.48,0,,,,,,,,,,
20160515:0056,0,0,0,5.53,2.32,0,,,,,,,,,,
20160515:0156,0,0,0,5.03,2.11,0,,,,,,,,,,
20160515:0256,0,0,0,4.52,1.9,0,,,,,,,,,,
20160515:0356,0,0,0,4.01,1.7,0,,,,,,,,,,
20160515:0456,26.51,47.718,5.06,4.61,2.02,0,,,,,,,,,,
20160515:0556,111.55,200.79,13.83,5.21,2.35,0,,,,,,,,,,
20160515:0656,280.5,504.9,23.02,5.81,2.68,0,,,,,,,,,,
20160515:0756,559.21,1006.578,32.25,7.91,3.01,0,,,,,,,,,,
20160515:0856,768.99,1384.182,41.09,10.01,3.34,0,,,,,,,,,,
20160515:0956,933.46,1680.228,48.88,12.12,3.67,0,,,,,,,,,,
20160515:1056,1030.56,1855.008,54.63,12.79,3.82,0,,,,,,,,,,
20160515:1156,1061.42,1910.556,57.06,13.46,3.96,0,,,,,,,,,,
20160515:1256,978.61,1761.498,55.41,14.13,4.11,0,,,,,,,,,,
20160515:1356,574.14,1033.452,50.21,14.2,3.99,0,,,,,,,,,,
20160515:1456,627.4,1129.32,42.73,14.26,3.87,0,,,,,,,,,,
20160515:1556,324.56,584.208,34.04,14.32,3.75,0,,,,,,,,,,
20160515:1656,273.28,491.904,24.84,14.09,3.55,0,,,,,,,,,,
20160515:1756,77.66,139.788,15.62,13.86,3.36,0,,,,,,,,,,
20160515:1856,38.83,69.894,6.73,13.64,3.16,0,,,,,,,,,,
20160515:1956,0,0,0,12.63,2.93,0,,,,,,,,,,
20160515:2056,0,0,0,11.62,2.7,0,,,,,,,,,,
20160515:2156,0,0,0,10.62,2.47,0,,,,,,,,,,
20160515:2256,0,0,0,9.87,2.4,0,,,,,,,,,,
20160515:2356,0,0,0,9.12,2.34,0,,,,,,,,,,
20160516:0056,0,0,0,8.37,2.28,0,,,,,,,,,,
20160516:0156,0,0,0,7.4,2.2,0,,,,,,,,,,
20160516:0256,0,0,0,6.43,2.13,0,,,,,,,,,,
20160516:0356,0,0,0,5.45,2.06,0,,,,,,,,,,
20160516:0456,27.36,49.248,5.24,5.88,2.51,0,,,,,,,,,,
20160516:0556,112.49,202.482,14.01,6.3,2.97,0,,,,,,,,,,
20160516:0656,329.43,592.974,23.19,6.72,3.43,0,,,,,,,,,,
