,,,,,,,,,Total area (m^2),12000,,Avg,kW,,,
20161007:1956,0,0,0,10.93,2.18,0,,,,,,,,,,
20161007:2056,0,0,0,10.24,2.19,0,,,,,,,,,,
20161007:2156,0,0,0,9.55,2.21,0,,,,,,,,,,
20161007:2256,0,0,0,9.38,2.3,0,,,,,,,,,,
20161007:2356,0,0,0,9.2,2.39,0,,,,,,,,,,
20161008:0056,0,0,0,9.03,2.48,0,,,,,,,,,,
20161008:0156,0,0,0,9.02,2.65,0,,,,,,,,,,
20161008:0256,0,0,0,9.01,2.81,0,,,,,,,,,,
20161008:0356,0,0,0,9,2.98,0,,,,,,,,,,
20161008:0456,0,0,0,9.2,3.28,0,,,,,,,,,,
20161008:0556,0,0,0,9.4,3.59,0,,,,,,,,,,
20161008:0656,27.08,48.744,5.11,9.6,3.89,0,,,,,,,,,,
20161008:0756,128.09,230.562,13.68,10,4.18,0,,,,,,,,,,
20161008:0856,122.9,221.22,21.25,10.4,4.47,0,,,,,,,,,,
20161008:0956,229.72,413.496,27.27,10.79,4.76,0,,,,,,,,,,
20161008:1056,128.98,232.164,31.16,11.64,4.95,0,,,,,,,,,,
20161008:1156,80.04,144.072,32.4,12.49,5.14,0,,,,,,,,,,
20161008:1256,136.01,244.818,30.83,13.34,5.32,0,,,,,,,,,,
20161008:1356,110.98,199.764,26.66,13.5,4.99,0,,,,,,,,,,
20161008:1456,109.94,197.892,20.42,13.67,4.65,0,,,,,,,,,,
20161008:1556,104.77,188.586,12.7,13.83,4.32,0,,,,,,,,,,
20161008:1656,26.19,47.142,4.05,12.89,3.71,0,,,,,,,,,,
20161008:1756,0,0,0,11.95,3.09,0,,,,,,,,,,
20161008:1856,0,0,0,11.01,2.48,0,,,,,,,,,,
20161008:1956,0,0,0,10.28,2.58,0,,,,,,,,,,
20161008:2056,0,0,0,9.55,2.68,0,,,,,,,,,,
20161008:2156,0,0,0,8.82,2.77,0,,,,,,,,,,
20161008:2256,0,0,0,8.47,2.8,0,,,,,,,,,,
20161008:2356,0,0,0,8.13,2.84,0,,,,,,,,,,
20161009:0056,0,0,0,7.78,2.87,0,,,,,,,,,,
20161009:0156,0,0,0,7.73,3.01,0,,,,,,,,,,
20161009:0256,0,0,0,7.68,3.14,0,,,,,,,,,,
20161009:0356,0,0,0,7.63,3.28,0,,,,,,,,,,
20161009:0456,0,0,0,7.55,3.44,0,,,,,,,,,,
20161009:0556,0,0,0,7.47,3.6,0,,,,,,,,,,
20161009:0656,89.51,161.118,4.85,7.38,3.75,0,,,,,,,,,,
20161009:0756,342.56,616.608,13.4,8.1,4.41,0,,,,,,,,,,
20161009:0856,569.93,1025.874,20.94,8.81,5.07,0,,,,,,,,,,
20161009:0956,743.9,1339.02,26.94,9.52,5.72,0,,,,,,,,,,
20161009:1056,845.95,1522.71,30.79,10.55,5.36,0,,,,,,,,,,
20161009:1156,106.06,190.908,32.02,11.58,5,0,,,,,,,,,,
20161009:1256,495.64,892.152,30.44,12.62,4.63,0,,,,,,,,,,
20161009:1356,392.43,706.374,26.28,12.73,4.53,0,,,,,,,,,,
20161009:1456,175.71,316.278,20.05,12.85,4.43,0,,,,,,,,,,
20161009:1556,62.09,111.762,12.35,12.96,4.33,0,,,,,,,,,,
20161009:1656,32.78,59.004,3.7,12.02,3.76,0,,,,,,,,,,
20161009:1756,0,0,0,11.07,3.19,0,,,,,,,,,,
20161009:1856,0,0,0,10.13,2.62,0,,,,,,,,,,
20161009:1956,0,0,0,9.26,2.6,0,,,,,,,,,,
20161009:2056,0,0,0,8.39,2.58,0,,,,,,,,,,
20161009:2156,0,0,0,7.53,2.57,0,,,,,,,,,,
20161009:2256,0,0,0,7.06,2.4,0,,,,,,,,,,
20161009:2356,0,0,0,6.6,2.24,0,,,,,,,,,,
20161010:0056,0,0,0,6.13,2.08,0,,,,,,,,,,
20161010:0156,0,0,0,5.74,2.15,0,,,,,,,,,,
20161010:0256,0,0,0,5.34,2.22,0,,,,,,,,,,
20161010:0356,0,0,0,4.95,2.29,0,,,,,,,,,,
20161010:0456,0,0,0,4.66,2.31,0,,,,,,,,,,
20161010:0556,0,0,0,4.37,2.34,0,,,,,,,,,,
20161010:0656,82.79,149.022,4.58,4.08,2.36,0,,,,,,,,,,
20161010:0756,340.47,612.846,13.12,5.31,2.69,0,,,,,,,,,,
20161010:0856,569.05,1024.29,20.64,6.54,3.02,0,,,,,,,,,,
20161010:0956,743.64,1338.552,26.6,7.77,3.35,0,,,,,,,,,,
20161010:1056,844.5,1520.1,30.43,9.07,3.78,0,,,,,,,,,,
20161010:1156,867.92,1562.256,31.64,10.37,4.21,0,,,,,,,,,,
20161010:1256,620.92,1117.656,30.05,11.67,4.63,0,,,,,,,,,,
20161010:1356,189.1,340.38,25.9,11.55,4.51,0,,,,,,,,,,
20161010:1456,265.61,478.098,19.69,11.43,4.39,0,,,,,,,,,,
20161010:1556,210.12,378.216,12,11.31,4.26,0,,,,,,,,,,
