"Latitude (decimal degrees):	51.790",,,,,,,,Date,G_i (kW/m),Electric car demand (kWh),Electric bus demand (kWh)
20140620:0956,637.15,52.18,16.93,0.86,0,,,,,,
20140620:1056,991.41,58.55,17.67,1.23,0,,,,,,
20140620:1156,1023.7,61.57,18.41,1.6,0,,,,,,
20140620:1256,648.49,60.12,19.15,1.97,0,,,,,,
20140620:1356,663.88,54.78,19.33,2.02,0,,,,,,
20140620:1456,444.32,47.09,19.5,2.07,0,,,,,,
20140620:1556,448.13,38.27,19.68,2.12,0,,,,,,
20140620:1656,174.69,29.03,19.59,2.24,0,,,,,,
20140620:1756,198.58,19.85,19.51,2.36,0,,,,,,
20140620:1856,5.39,11.06,19.42,2.48,0,,,,,,
20140620:1956,16.16,3.01,18.3,2.29,0,,,,,,
20140620:2056,0,0,17.18,2.1,0,,,,,,
20140620:2156,0,0,16.05,1.9,0,,,,,,
20140620:2256,0,0,15.19,2.03,0,,,,,,
20140620:2356,0,0,14.34,2.15,0,,,,,,
20140621:0056,0,0,13.48,2.28,0,,,,,,
20140621:0156,0,0,12.63,2.21,0,,,,,,
20140621:0256,0,0,11.77,2.14,0,,,,,,
20140621:0356,11.32,0.31,10.92,2.07,0,,,,,,
20140621:0456,42.93,8.01,11.4,2.2,0,,,,,,
20140621:0556,176.91,16.56,11.87,2.33,0,,,,,,
20140621:0656,372.91,25.64,12.35,2.46,0,,,,,,
20140621:0756,576.86,34.9,13.87,2.56,0,,,,,,
20140621:0856,761.76,43.94,15.39,2.66,0,,,,,,
20140621:0956,909.13,52.16,16.91,2.76,0,,,,,,
20140621:1056,620.03,58.54,17.55,2.68,0,,,,,,
20140621:1156,1039.1,61.57,18.18,2.59,0,,,,,,
20140621:1256,667.15,60.14,18.82,2.51,0,,,,,,
20140621:1356,921.5,54.81,19.2,2.62,0,,,,,,
20140621:1456,780.75,47.12,19.58,2.72,0,,,,,,
20140621:1556,514.73,38.3,19.96,2.83,0,,,,,,
20140621:1656,398.89,29.07,19.76,2.6,0,,,,,,
20140621:1756,201.6,19.88,19.56,2.38,0,,,,,,
20140621:1856,40.6,11.1,19.35,2.15,0,,,,,,
20140621:1956,16.49,3.04,18.33,2.39,0,,,,,,
20140621:2056,0,0,17.3,2.63,0,,,,,,
20140621:2156,0,0,16.27,2.87,0,,,,,,
20140621:2256,0,0,15.69,2.69,0,,,,,,
20140621:2356,0,0,15.11,2.5,0,,,,,,
20140622:0056,0,0,14.53,2.32,0,,,,,,
20140622:0156,0,0,13.52,2.08,0,,,,,,
20140622:0256,0,0,12.52,1.85,0,,,,,,
20140622:0356,16.2,0.28,11.51,1.61,0,,,,,,
20140622:0456,42.55,7.98,12.1,1.61,0,,,,,,
20140622:0556,174.59,16.53,12.69,1.6,0,,,,,,
20140622:0656,288.23,25.61,13.28,1.6,0,,,,,,
20140622:0756,562.53,34.87,15.03,1.54,0,,,,,,
20140622:0856,732.72,43.91,16.79,1.47,0,,,,,,
20140622:0956,841.24,52.13,18.54,1.41,0,,,,,,
20140622:1056,650.29,58.52,19.16,1.56,0,,,,,,
20140622:1156,646.87,61.57,19.78,1.71,0,,,,,,
20140622:1256,593.01,60.15,20.4,1.86,0,,,,,,
20140622:1356,532.34,54.83,20.64,1.72,0,,,,,,
20140622:1456,277.71,47.15,20.89,1.58,0,,,,,,
20140622:1556,401.67,38.33,21.13,1.43,0,,,,,,
20140622:1656,338.21,29.1,20.92,1.44,0,,,,,,
20140622:1756,189.25,19.91,20.71,1.44,0,,,,,,
20140622:1856,41.09,11.12,20.5,1.45,0,,,,,,
20140622:1956,12.98,3.06,19.76,1.8,0,,,,,,
20140622:2056,0,0,19.02,2.16,0,,,,,,
20140622:2156,0,0,18.28,2.51,0,,,,,,
20140622:2256,0,0,17.83,2.46,0,,,,,,
20140622:2356,0,0,17.37,2.42,0,,,,,,
20140623:0056,0,0,16.92,2.37,0,,,,,,
20140623:0156,0,0,15.77,2.21,0,,,,,,
20140623:0256,0,0,14.61,2.04,0,,,,,,
20140623:0356,12.13,0.25,13.46,1.88,0,,,,,,
20140623:0456,49.99,7.94,13.91,1.91,0,,,,,,
20140623:0556,66.38,16.49,14.35,1.95,0,,,,,,
20140623:0656,214.88,25.57,14.8,1.99,0,,,,,,
20140623:0756,456.45,34.83,16.28,1.93,0,,,,,,
20140623:0856,637.04,43.87,17.75,1.87,0,,,,,,
20140623:0956,890.36,52.1,19.23,1.81,0,,,,,,
20140623:1056,981.33,58.49,19.66,1.8,0,,,,,,
20140623:1156,1016.77,61.55,20.09,1.79,0,,,,,,
20140623:1256,988.42,60.15,20.52,1.78,0,,,,,,
20140623:1356,358.34,54.85,20.7,1.68,0,,,,,,
20140623:1456,565.04,47.18,20.89,1.58,0,,,,,,
20140623:1556,332.16,38.36,21.07,1.48,0,,,,,,
20140623:1656,112.22,29.13,20.65,1.67,0,,,,,,
20140623:1756,169.33,19.94,20.23,1.86,0,,,,,,
20140623:1856,52.51,11.15,19.8,2.06,0,,,,,,
20140623:1956,16.35,3.08,18.49,2.02,0,,,,,,
20140623:2056,0,0,17.18,1.98,0,,,,,,
20140623:2156,0,0,15.87,1.94,0,,,,,,
20140623:2256,0,0,15.21,2.26,0,,,,,,
20140623:2356,0,0,14.54,2.58,0,,,,,,
20140624:0056,0,0,13.88,2.9,0,,,,,,
20140624:0156,0,0,13.68,2.81,0,,,,,,
20140624:0256,0,0,13.49,2.73,0,,,,,,
20140624:0356,12.79,0.21,13.29,2.65,0,,,,,,
20140624:0456,42.03,7.9,13.5,2.67,0,,,,,,
20140624:0556,172.02,16.45,13.7,2.69,0,,,,,,
20140624:0656,217.89,25.52,13.91,2.72,0,,,,,,
20140624:0756,291.76,34.78,15.27,2.86,0,,,,,,
20140624:0856,419.75,43.83,16.63,3.01,0,,,,,,
20140624:0956,580.39,52.06,17.99,3.16,0,,,,,,
20140624:1056,738.7,58.46,18.57,3,0,,,,,,
20140624:1156,1017.48,61.53,19.14,2.85,0,,,,,,
20140624:1256,990.99,60.15,19.72,2.69,0,,,,,,
20140624:1356,547.44,54.86,19.95,3.21,0,,,,,,
20140624:1456,763.33,47.19,20.17,3.74,0,,,,,,
20140624:1556,587.47,38.38,20.4,4.26,0,,,,,,
20140624:1656,390.89,29.15,19.97,4.18,0,,,,,,
20140624:1756,196.78,19.96,19.54,4.1,0,,,,,,
20140624:1856,67.37,11.16,19.1,4.01,0,,,,,,
20140624:1956,16.35,3.1,17.83,3.84,0,,,,,,
20140624:2056,0,0,16.56,3.67,0,,,,,,
20140624:2156,0,0,15.28,3.5,0,,,,,,
20140624:2256,0,0,14.69,3.52,0,,,,,,
20140624:2356,0,0,14.1,3.54,0,,,,,,
20140625:0056,0,0,13.51,3.56,0,,,,,,
20140625:0156,0,0,12.55,3.34,0,,,,,,
20140625:0256,0,0,11.6,3.13,0,,,,,,
20140625:0356,11.7,0.16,10.64,2.91,0,,,,,,
20140625:0456,42.64,7.85,10.8,3.02,0,,,,,,
20140625:0556,176.04,16.4,10.95,3.13,0,,,,,,
20140625:0656,373.89,25.47,11.11,3.24,0,,,,,,
20140625:0756,578.65,34.74,12.14,3.21,0,,,,,,
20140625:0856,661.46,43.78,13.16,3.19,0,,,,,,
20140625:0956,847.17,52.01,14.19,3.16,0,,,,,,
20140625:1056,849.56,58.42,15.16,2.9,0,,,,,,
20140625:1156,1040.65,61.51,16.14,2.63,0,,,,,,
20140625:1256,1013.8,60.14,17.11,2.37,0,,,,,,
20140625:1356,744.74,54.86,17.67,2.01,0,,,,,,
20140625:1456,636.82,47.2,18.24,1.65,0,,,,,,
20140625:1556,494.29,38.39,18.8,1.28,0,,,,,,
20140625:1656,328.48,29.16,18.54,1.53,0,,,,,,
20140625:1756,195.76,19.97,18.28,1.78,0,,,,,,
20140625:1856,42.01,11.18,18.01,2.03,0,,,,,,
20140625:1956,16.58,3.1,16.63,2.21,0,,,,,,
20140625:2056,0,0,15.25,2.39,0,,,,,,
20140625:2156,0,0,13.87,2.57,0,,,,,,
20140625:2256,0,0,13.21,2.57,0,,,,,,
20140625:2356,0,0,12.54,2.57,0,,,,,,
20140626:0056,0,0,11.88,2.57,0,,,,,,
20140626:0156,0,0,11.59,2.33,0,,,,,,
20140626:0256,0,0,11.31,2.09,0,,,,,,
20140626:0356,13.08,0.11,11.02,1.85,0,,,,,,
20140626:0456,42.22,7.8,11.28,1.87,0,,,,,,
20140626:0556,51.76,16.35,11.53,1.89,0,,,,,,
20140626:0656,199.11,25.42,11.79,1.92,0,,,,,,
20140626:0756,393.7,34.68,13.16,2.42,0,,,,,,
20140626:0856,620.21,43.73,14.53,2.92,0,,,,,,
20140626:0956,872.38,51.96,15.9,3.42,0,,,,,,
20140626:1056,703.95,58.38,16.63,3.44,0,,,,,,
20140626:1156,379.57,61.48,17.35,3.46,0,,,,,,
20140626:1256,352.16,60.12,18.08,3.48,0,,,,,,
20140626:1356,744.13,54.86,18.01,3.51,0,,,,,,
20140626:1456,391.99,47.21,17.94,3.55,0,,,,,,
20140626:1556,202.14,38.4,17.87,3.59,0,,,,,,
20140626:1656,20.35,29.17,17.42,3.22,0,,,,,,
20140626:1756,35.4,19.98,16.97,2.85,0,,,,,,
20140626:1856,30.25,11.18,16.52,2.48,0,,,,,,
20140626:1956,13.36,3.1,15.46,2.36,0,,,,,,
20140626:2056,0,0,14.4,2.23,0,,,,,,
20140626:2156,0,0,13.34,2.11,0,,,,,,
20140626:2256,0,0,12.95,2.18,0,,,,,,
20140626:2356,0,0,12.56,2.26,0,,,,,,
20140627:0056,0,0,12.17,2.33,0,,,,,,
20140627:0156,0,0,12.27,2.27,0,,,,,,
20140627:0256,0,0,12.38,2.21,0,,,,,,
20140627:0356,0,0,12.48,2.15,0,,,,,,
20140627:0456,3.55,7.74,12.56,2.23,0,,,,,,
20140627:0556,100.76,16.29,12.64,2.3,0,,,,,,
20140627:0656,171.55,25.36,12.72,2.37,0,,,,,,
20140627:0756,247.97,34.62,13.46,2.48,0,,,,,,
20140627:0856,357,43.67,14.2,2.58,0,,,,,,
20140627:0956,378.29,51.91,14.94,2.69,0,,,,,,
20140627:1056,126.39,58.33,15.59,3.09,0,,,,,,
20140627:1156,367.11,61.44,16.24,3.5,0,,,,,,
20140627:1256,879.93,60.1,16.89,3.9,0,,,,,,
20140627:1356,604.86,54.85,16.93,4.2,0,,,,,,
20140627:1456,174.52,47.21,16.98,4.5,0,,,,,,
20140627:1556,222.72,38.41,17.02,4.8,0,,,,,,
20140627:1656,220.62,29.18,16.6,4.76,0,,,,,,
20140627:1756,192.51,19.99,16.18,4.73,0,,,,,,
20140627:1856,70.14,11.18,15.76,4.69,0,,,,,,
20140627:1956,14.26,3.1,14.86,3.83,0,,,,,,
20140627:2056,0,0,13.95,2.98,0,,,,,,
20140627:2156,0,0,13.04,2.12,0,,,,,,
20140627:2256,0,0,12.67,2.19,0,,,,,,
20140627:2356,0,0,12.3,2.25,0,,,,,,
20140628:0056,0,0,11.93,2.32,0,,,,,,
20140628:0156,0,0,11.56,2.14,0,,,,,,
20140628:0256,0,0,11.18,1.97,0,,,,,,
20140628:0356,0,0,10.81,1.79,0,,,,,,
20140628:0456,46.72,7.68,11.17,1.73,0,,,,,,
20140628:0556,112.88,16.23,11.53,1.67,0,,,,,,
20140628:0656,208.4,25.3,11.89,1.61,0,,,,,,
20140628:0756,187.42,34.56,12.72,1.49,0,,,,,,
20140628:0856,234.49,43.61,13.56,1.37,0,,,,,,
20140628:0956,410.56,51.84,14.39,1.24,0,,,,,,
20140628:1056,257.86,58.27,14.75,1.42,0,,,,,,
20140628:1156,204.43,61.39,15.1,1.6,0,,,,,,
20140628:1256,920.17,60.07,15.46,1.78,0,,,,,,
20140628:1356,400.41,54.83,15.28,2,0,,,,,,
20140628:1456,408.12,47.2,15.11,2.21,0,,,,,,
20140628:1556,393.37,38.41,14.93,2.43,0,,,,,,
20140628:1656,151.04,29.18,14.68,2.93,0,,,,,,
20140628:1756,194.45,19.98,14.44,3.44,0,,,,,,
20140628:1856,70.14,11.18,14.19,3.94,0,,,,,,
20140628:1956,7.3,3.09,13.53,3.59,0,,,,,,
20140628:2056,0,0,12.87,3.24,0,,,,,,
20140628:2156,0,0,12.2,2.88,0,,,,,,
20140628:2256,0,0,11.86,2.94,0,,,,,,
20140628:2356,0,0,11.52,3,0,,,,,,
20140629:0056,0,0,11.18,3.06,0,,,,,,
20140629:0156,0,0,10.44,2.86,0,,,,,,
20140629:0256,0,0,9.7,2.65,0,,,,,,
20140629:0356,0,0,8.96,2.44,0,,,,,,
20140629:0456,36.77,7.62,9.23,2.55,0,,,,,,
20140629:0556,94.16,16.16,9.51,2.65,0,,,,,,
20140629:0656,239.41,25.23,9.78,2.76,0,,,,,,
20140629:0756,496.29,34.49,11.01,3.11,0,,,,,,
20140629:0856,576.68,43.54,12.24,3.47,0,,,,,,
20140629:0956,903.59,51.78,13.47,3.82,0,,,,,,
20140629:1056,946.46,58.21,14.14,3.76,0,,,,,,
20140629:1156,979.54,61.34,14.8,3.7,0,,,,,,
20140629:1256,623.04,60.03,15.47,3.64,0,,,,,,
20140629:1356,552.61,54.81,15.73,3.27,0,,,,,,
20140629:1456,523.65,47.19,15.98,2.9,0,,,,,,
20140629:1556,469.72,38.4,16.24,2.52,0,,,,,,
20140629:1656,217.9,29.17,15.99,2.31,0,,,,,,
20140629:1756,132.6,19.98,15.75,2.1,0,,,,,,
20140629:1856,61.65,11.17,15.5,1.89,0,,,,,,
20140629:1956,15.87,3.07,14.25,1.78,0,,,,,,
20140629:2056,0,0,13,1.68,0,,,,,,
20140629:2156,0,0,11.74,1.57,0,,,,,,
20140629:2256,0,0,11.02,1.64,0,,,,,,
20140629:2356,0,0,10.29,1.71,0,,,,,,
20140630:0056,0,0,9.57,1.78,0,,,,,,
20140630:0156,0,0,9.49,1.94,0,,,,,,
20140630:0256,0,0,9.42,2.1,0,,,,,,
20140630:0356,0,0,9.34,2.26,0,,,,,,
20140630:0456,47.24,7.54,9.88,1.95,0,,,,,,
20140630:0556,168.06,16.09,10.41,1.65,0,,,,,,
20140630:0656,301.59,25.16,10.95,1.34,0,,,,,,
20140630:0756,468.1,34.42,11.99,1.66,0,,,,,,
20140630:0856,748.86,43.47,13.02,1.97,0,,,,,,
20140630:0956,826.46,51.71,14.06,2.29,0,,,,,,
20140630:1056,809.42,58.14,14.19,2.56,0,,,,,,
20140630:1156,884.44,61.28,14.32,2.82,0,,,,,,
20140630:1256,471.73,59.99,14.45,3.09,0,,,,,,
20140630:1356,167.13,54.79,15.28,3.31,0,,,,,,
20140630:1456,133.44,47.18,16.12,3.53,0,,,,,,
20140630:1556,158.49,38.39,16.95,3.75,0,,,,,,
20140630:1656,163.55,29.16,16.72,3.43,0,,,,,,
20140630:1756,158.85,19.96,16.49,3.11,0,,,,,,
20140630:1856,70.81,11.15,16.26,2.79,0,,,,,,
20140630:1956,2.13,3.05,15.37,2.59,0,,,,,,
20140630:2056,0,0,14.47,2.4,0,,,,,,
20140630:2156,0,0,13.57,2.21,0,,,,,,
20140630:2256,0,0,13.08,2.17,0,,,,,,
20140630:2356,0,0,12.59,2.12,0,,,,,,
20140701:0056,0,0,12.1,2.08,0,,,,,,
20140701:0156,0,0,11.47,1.99,0,,,,,,
20140701:0256,0,0,10.84,1.89,0,,,,,,
20140701:0356,0,0,10.21,1.79,0,,,,,,
20140701:0456,39.99,7.47,10.87,1.95,0,,,,,,
20140701:0556,165.19,16.01,11.53,2.11,0,,,,,,
20140701:0656,357.54,25.08,12.19,2.28,0,,,,,,
20140701:0756,492.68,34.34,13.9,2.79,0,,,,,,
20140701:0856,742.53,43.39,15.62,3.3,0,,,,,,
20140701:0956,889.96,51.63,17.34,3.81,0,,,,,,
20140701:1056,582.46,58.06,18.02,3.63,0,,,,,,
20140701:1156,267.22,61.21,18.69,3.46,0,,,,,,
20140701:1256,215.21,59.94,19.37,3.28,0,,,,,,
20140701:1356,354.05,54.75,19.34,3.07,0,,,,,,
20140701:1456,434.55,47.15,19.31,2.85,0,,,,,,
20140701:1556,598.05,38.37,19.27,2.63,0,,,,,,
20140701:1656,399.02,29.14,19.11,2.67,0,,,,,,
20140701:1756,194.53,19.95,18.94,2.71,0,,,,,,
20140701:1856,69.95,11.13,18.78,2.74,0,,,,,,
20140701:1956,16.06,3.03,17.19,2.55,0,,,,,,
20140701:2056,0,0,15.59,2.35,0,,,,,,
20140701:2156,0,0,14,2.15,0,,,,,,
20140701:2256,0,0,13.01,2.23,0,,,,,,
20140701:2356,0,0,12.02,2.3,0,,,,,,
20140702:0056,0,0,11.02,2.37,0,,,,,,
20140702:0156,0,0,10.4,2.4,0,,,,,,
20140702:0256,0,0,9.77,2.44,0,,,,,,
20140702:0356,0,0,9.15,2.47,0,,,,,,
20140702:0456,46.53,7.38,9.99,2.1,0,,,,,,
20140702:0556,164.96,15.93,10.82,1.73,0,,,,,,
20140702:0656,358.28,25,11.66,1.37,0,,,,,,
20140702:0756,396.17,34.26,13.76,1.51,0,,,,,,
20140702:0856,698.1,43.31,15.85,1.66,0,,,,,,
20140702:0956,892.17,51.55,17.95,1.81,0,,,,,,
20140702:1056,985.16,57.98,18.95,1.88,0,,,,,,
20140702:1156,826.27,61.14,19.96,1.94,0,,,,,,
20140702:1256,695.65,59.89,20.96,2.01,0,,,,,,
20140702:1356,619.87,54.71,21.28,2.33,0,,,,,,
20140702:1456,589.81,47.12,21.6,2.65,0,,,,,,
20140702:1556,312.03,38.35,21.91,2.97,0,,,,,,
20140702:1656,222.34,29.12,21.38,2.8,0,,,,,,
20140702:1756,113.16,19.92,20.85,2.63,0,,,,,,
20140702:1856,37.1,11.1,20.32,2.46,0,,,,,,
20140702:1956,14.78,2.99,19.21,2.76,0,,,,,,
20140702:2056,0,0,18.1,3.07,0,,,,,,
20140702:2156,0,0,17,3.38,0,,,,,,
20140702:2256,0,0,16.18,3.28,0,,,,,,
20140702:2356,0,0,15.37,3.19,0,,,,,,
20140703:0056,0,0,14.55,3.09,0,,,,,,
20140703:0156,0,0,13.84,3.12,0,,,,,,
20140703:0256,0,0,13.13,3.14,0,,,,,,
20140703:0356,0,0,12.42,3.17,0,,,,,,
20140703:0456,39.14,7.3,12.89,3.37,0,,,,,,
20140703:0556,162.29,15.84,13.36,3.58,0,,,,,,
20140703:0656,354.03,24.92,13.84,3.78,0,,,,,,
20140703:0756,550.56,34.18,15.4,4.08,0,,,,,,
20140703:0856,437.6,43.22,16.97,4.39,0,,,,,,
20140703:0956,512.27,51.46,18.54,4.69,0,,,,,,
20140703:1056,971.82,57.89,19.64,4.72,0,,,,,,
20140703:1156,966.83,61.06,20.73,4.74,0,,,,,,
20140703:1256,984.71,59.82,21.83,4.77,0,,,,,,
20140703:1356,896.72,54.66,22,4.98,0,,,,,,
20140703:1456,760.83,47.09,22.17,5.2,0,,,,,,
20140703:1556,255.12,38.32,22.34,5.41,0,,,,,,
20140703:1656,181.31,29.09,21.83,5.18,0,,,,,,
20140703:1756,175.95,19.89,21.31,4.95,0,,,,,,
20140703:1856,54.68,11.07,20.79,4.72,0,,,,,,
20140703:1956,15.26,2.95,19.72,4,0,,,,,,
20140703:2056,0,0,18.64,3.28,0,,,,,,
20140703:2156,0,0,17.57,2.57,0,,,,,,
20140703:2256,0,0,16.83,2.58,0,,,,,,
20140703:2356,0,0,16.1,2.6,0,,,,,,
20140704:0056,0,0,15.36,2.62,0,,,,,,
20140704:0156,0,0,14.63,2.95,0,,,,,,
20140704:0256,0,0,13.89,3.27,0,,,,,,
20140704:0356,0,0,13.16,3.6,0,,,,,,
20140704:0456,38.66,7.21,13.58,4.33,0,,,,,,
20140704:0556,108.84,15.75,14,5.05,0,,,,,,
20140704:0656,266.64,24.83,14.42,5.78,0,,,,,,
20140704:0756,436.51,34.09,15.89,5.99,0,,,,,,
20140704:0856,730.8,43.13,17.36,6.19,0,,,,,,
20140704:0956,771.53,51.37,18.83,6.4,0,,,,,,
20140704:1056,743.5,57.8,19.88,6.67,0,,,,,,
20140704:1156,784.09,60.98,20.93,6.93,0,,,,,,
20140704:1256,536.64,59.75,21.98,7.2,0,,,,,,
20140704:1356,329.32,54.61,21.85,7.24,0,,,,,,
20140704:1456,492.29,47.05,21.73,7.28,0,,,,,,
20140704:1556,501.38,38.28,21.6,7.32,0,,,,,,
20140704:1656,384.47,29.06,20.48,6.76,0,,,,,,
20140704:1756,84.21,19.86,19.35,6.19,0,,,,,,
20140704:1856,63.07,11.03,18.22,5.63,0,,,,,,
20140704:1956,13.88,2.9,17.35,5.31,0,,,,,,
20140704:2056,0,0,16.49,5,0,,,,,,
20140704:2156,0,0,15.62,4.69,0,,,,,,
20140704:2256,0,0,15.44,4.92,0,,,,,,
20140704:2356,0,0,15.26,5.16,0,,,,,,
20140705:0056,0,0,15.07,5.39,0,,,,,,
20140705:0156,0,0,15.14,5.16,0,,,,,,
20140705:0256,0,0,15.2,4.92,0,,,,,,
20140705:0356,0,0,15.27,4.69,0,,,,,,
20140705:0456,41.03,7.11,15.22,4.76,0,,,,,,
20140705:0556,98.66,15.66,15.17,4.84,0,,,,,,
20140705:0656,163.33,24.73,15.12,4.91,0,,,,,,
20140705:0756,291.51,33.99,15.44,5.16,0,,,,,,
20140705:0856,161.55,43.04,15.75,5.42,0,,,,,,
20140705:0956,258.27,51.27,16.07,5.67,0,,,,,,
20140705:1056,355.46,57.7,17.05,5.16,0,,,,,,
20140705:1156,155.58,60.88,18.03,4.65,0,,,,,,
20140705:1256,513.34,59.67,19.01,4.14,0,,,,,,
20140705:1356,401.81,54.55,19.04,3.54,0,,,,,,
20140705:1456,404.43,47,19.08,2.94,0,,,,,,
20140705:1556,382.86,38.24,19.11,2.34,0,,,,,,
20140705:1656,269.42,29.02,18.81,2.23,0,,,,,,
20140705:1756,116.14,19.82,18.5,2.11,0,,,,,,
20140705:1856,5.29,10.98,18.2,1.99,0,,,,,,
20140705:1956,1.28,2.85,17.22,2.15,0,,,,,,
20140705:2056,0,0,16.25,2.31,0,,,,,,
20140705:2156,0,0,15.27,2.47,0,,,,,,
20140705:2256,0,0,14.61,2.52,0,,,,,,
20140705:2356,0,0,13.95,2.58,0,,,,,,
20140706:0056,0,0,13.28,2.63,0,,,,,,
20140706:0156,0,0,12.73,2.68,0,,,,,,
20140706:0256,0,0,12.17,2.72,0,,,,,,
20140706:0356,0,0,11.62,2.76,0,,,,,,
20140706:0456,40.08,7.01,11.8,2.78,0,,,,,,
20140706:0556,22.43,15.56,11.97,2.8,0,,,,,,
20140706:0656,120.11,24.64,12.15,2.81,0,,,,,,
20140706:0756,336.36,33.9,13.28,2.89,0,,,,,,
20140706:0856,641.59,42.94,14.42,2.96,0,,,,,,
20140706:0956,656.89,51.17,15.55,3.03,0,,,,,,
20140706:1056,497.92,57.6,16.62,3.43,0,,,,,,
20140706:1156,372.26,60.78,17.7,3.83,0,,,,,,
20140706:1256,492.47,59.59,18.77,4.22,0,,,,,,
20140706:1356,470.46,54.49,18.78,4.31,0,,,,,,
20140706:1456,619.63,46.95,18.79,4.4,0,,,,,,
20140706:1556,600.26,38.19,18.8,4.5,0,,,,,,
20140706:1656,64.34,28.98,18.34,4.54,0,,,,,,
20140706:1756,201.01,19.77,17.87,4.58,0,,,,,,
20140706:1856,46.54,10.93,17.41,4.62,0,,,,,,
20140706:1956,14.69,2.79,16.3,4.01,0,,,,,,
20140706:2056,0,0,15.19,3.41,0,,,,,,
20140706:2156,0,0,14.09,2.8,0,,,,,,
20140706:2256,0,0,13.28,2.57,0,,,,,,
20140706:2356,0,0,12.47,2.33,0,,,,,,
20140707:0056,0,0,11.66,2.1,0,,,,,,
20140707:0156,0,0,11.06,2.14,0,,,,,,
20140707:0256,0,0,10.46,2.19,0,,,,,,
20140707:0356,0,0,9.86,2.23,0,,,,,,
20140707:0456,37.48,6.9,10.35,2.4,0,,,,,,
20140707:0556,158.13,15.46,10.83,2.56,0,,,,,,
20140707:0656,350.93,24.53,11.32,2.72,0,,,,,,
20140707:0756,552.66,33.8,12.84,2.98,0,,,,,,
20140707:0856,622.09,42.84,14.35,3.24,0,,,,,,
20140707:0956,677.54,51.06,15.87,3.5,0,,,,,,
20140707:1056,636.68,57.49,16.54,3.17,0,,,,,,
20140707:1156,957.85,60.68,17.2,2.84,0,,,,,,
20140707:1256,539.03,59.5,17.87,2.51,0,,,,,,
20140707:1356,568.6,54.41,17.67,2.77,0,,,,,,
20140707:1456,264.78,46.89,17.47,3.03,0,,,,,,
20140707:1556,242.95,38.14,17.27,3.3,0,,,,,,
20140707:1656,253.37,28.92,16.43,2.9,0,,,,,,
20140707:1756,110.41,19.72,15.59,2.5,0,,,,,,
20140707:1856,14.86,10.87,14.75,2.1,0,,,,,,
20140707:1956,14.07,2.73,13.97,1.96,0,,,,,,
20140707:2056,0,0,13.19,1.82,0,,,,,,
20140707:2156,0,0,12.41,1.68,0,,,,,,
20140707:2256,0,0,11.83,1.84,0,,,,,,
20140707:2356,0,0,11.25,2,0,,,,,,
20140708:0056,0,0,10.67,2.17,0,,,,,,
20140708:0156,0,0,10.45,2,0,,,,,,
20140708:0256,0,0,10.23,1.83,0,,,,,,
20140708:0356,0,0,10.01,1.66,0,,,,,,
20140708:0456,36.53,6.79,10.56,1.37,0,,,,,,
20140708:0556,73.41,15.35,11.11,1.09,0,,,,,,
20140708:0656,266.96,24.43,11.67,0.81,0,,,,,,
20140708:0756,337.13,33.69,12.96,1,0,,,,,,
20140708:0856,522.06,42.73,14.26,1.19,0,,,,,,
20140708:0956,427.01,50.95,15.55,1.38,0,,,,,,
20140708:1056,447.8,57.37,16.09,1.5,0,,,,,,
20140708:1156,498.74,60.57,16.64,1.63,0,,,,,,
20140708:1256,501.13,59.4,17.18,1.75,0,,,,,,
20140708:1356,308.16,54.33,17.01,2.97,0,,,,,,
20140708:1456,43.6,46.82,16.84,4.19,0,,,,,,
20140708:1556,451.09,38.08,16.67,5.41,0,,,,,,
20140708:1656,27.29,28.87,16.2,4.75,0,,,,,,
20140708:1756,65.89,19.66,15.72,4.1,0,,,,,,
20140708:1856,66.89,10.81,15.24,3.45,0,,,,,,
20140708:1956,11.99,2.66,14.54,3.28,0,,,,,,
20140708:2056,0,0,13.83,3.12,0,,,,,,
20140708:2156,0,0,13.13,2.95,0,,,,,,
20140708:2256,0,0,12.84,3.53,0,,,,,,
20140708:2356,0,0,12.55,4.1,0,,,,,,
20140709:0056,0,0,12.25,4.68,0,,,,,,
20140709:0156,0,0,12.02,4.49,0,,,,,,
20140709:0256,0,0,11.78,4.31,0,,,,,,
20140709:0356,0,0,11.55,4.12,0,,,,,,
20140709:0456,36.2,6.68,11.89,4.22,0,,,,,,
20140709:0556,93.88,15.24,12.23,4.32,0,,,,,,
20140709:0656,132.11,24.32,12.58,4.41,0,,,,,,
20140709:0756,303.84,33.58,13.99,5.03,0,,,,,,
20140709:0856,373.35,42.62,15.41,5.65,0,,,,,,
20140709:0956,568.54,50.83,16.82,6.26,0,,,,,,
20140709:1056,633.58,57.25,17.67,6.47,0,,,,,,
20140709:1156,693.4,60.45,18.53,6.69,0,,,,,,
20140709:1256,719.83,59.3,19.38,6.9,0,,,,,,
20140709:1356,394.72,54.25,19.46,7.1,0,,,,,,
20140709:1456,519.78,46.75,19.54,7.3,0,,,,,,
20140709:1556,590.23,38.02,19.61,7.5,0,,,,,,
20140709:1656,244.47,28.81,19.25,7.41,0,,,,,,
20140709:1756,188.68,19.59,18.89,7.32,0,,,,,,
20140709:1856,40.66,10.74,18.53,7.23,0,,,,,,
20140709:1956,12.89,2.58,17.63,6.8,0,,,,,,
20140709:2056,0,0,16.74,6.36,0,,,,,,
20140709:2156,0,0,15.84,5.93,0,,,,,,
